domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
43,5,0,1,4,3,5,0,3.972
28,2,0,0,0,1,7,0,3.045
29,3,0,0,2,2,6,0,3.454
22,1,0,0,0,1,5,0,2.953
47,4,0,2,8,4,4,0,4.040
19,2,0,0,0,1,7,0,2.978
34,3,0,0,2,2,6,0,3.545
24,2,1,0,1,1,7,0,3.041
38,4,0,1,3,3,5,0,3.875
20,1,0,0,0,1,5,0,2.965
54,5,0,2,10,4,4,0,4.102
31,2,0,0,0,1,7,0,3.061
27,3,0,0,2,2,6,0,3.457
23,1,0,0,0,1,5,0,2.957
46,4,0,2,8,4,4,0,4.033
18,2,0,0,0,1,7,0,2.975
35,3,0,0,2,2,6,0,3.541
25,2,1,0,1,1,7,0,3.038
39,4,0,1,3,3,5,0,3.872
21,1,0,0,0,1,5,0,2.967
55,5,0,2,10,4,4,0,4.099
32,2,0,0,0,1,7,0,3.067
28,3,0,0,2,2,6,0,3.460
24,1,0,0,0,1,5,0,2.960
49,4,0,2,8,4,4,0,4.027
20,2,0,0,0,1,7,0,2.969
36,3,0,0,2,2,6,0,3.533
26,2,1,0,1,1,7,0,3.035
40,4,0,1,3,3,5,0,3.869
22,1,0,0,0,1,5,0,2.972
56,5,0,2,10,4,4,0,4.096
33,2,0,0,0,1,7,0,3.070
29,3,0,0,2,2,6,0,3.463
25,1,0,0,0,1,5,0,2.966
50,4,0,2,8,4,4,0,3.997
22,2,0,0,0,1,7,0,2.955
37,3,0,0,2,2,6,0,3.507
29,2,1,0,1,1,7,0,3.017
41,4,0,1,3,3,5,0,3.854
24,1,0,0,0,1,5,0,2.971
57,5,0,2,10,4,4,0,4.078
34,2,0,0,0,1,7,0,3.074
30,3,0,0,2,2,6,0,3.472
27,1,0,0,0,1,5,0,2.965
51,4,0,2,8,4,4,0,3.996
23,2,0,0,0,1,7,0,2.954
38,3,0,0,2,2,6,0,3.506
30,2,1,0,1,1,7,0,3.016
42,4,0,1,3,3,5,0,3.853
25,1,0,0,0,1,5,0,2.968
58,5,0,2,10,4,4,0,4.077
35,2,0,0,0,1,7,0,3.073
31,3,0,0,2,2,6,0,3.471
28,1,0,0,0,1,5,0,2.964
52,4,0,2,8,4,4,0,3.995
24,2,0,0,0,1,7,0,2.953
39,3,0,0,2,2,6,0,3.505
31,2,1,0,1,1,7,0,3.015
43,4,0,1,3,3,5,0,3.852
26,1,0,0,0,1,5,0,2.967
59,5,0,2,10,4,4,0,4.076
36,2,0,0,0,1,7,0,3.072
32,3,0,0,2,2,6,0,3.470
29,1,0,0,0,1,5,0,2.963
53,4,0,2,8,4,4,0,3.994
25,2,0,0,0,1,7,0,2.952
40,3,0,0,2,2,6,0,3.504
32,2,1,0,1,1,7,0,3.014
44,4,0,1,3,3,5,0,3.851
27,1,0,0,0,1,5,0,2.966
60,5,0,2,10,4,4,0,4.075
37,4,0,1,3,3,5,0,3.859
24,2,1,0,1,1,7,0,3.026
30,3,0,0,2,2,6,0,3.446
22,1,0,0,0,1,5,0,2.950
49,5,0,2,10,4,4,0,4.107
26,2,0,0,0,1,7,0,3.076
34,3,0,0,2,2,6,0,3.552
27,4,0,0,1,2,7,0,3.435
44,5,0,1,4,3,5,0,3.971
29,2,0,0,0,1,7,0,3.044
30,3,0,0,2,2,6,0,3.453
23,1,0,0,0,1,5,0,2.952
48,4,0,2,8,4,4,0,4.039
20,2,0,0,0,1,7,0,2.977
35,3,0,0,2,2,6,0,3.544
25,2,1,0,1,1,7,0,3.040
39,4,0,1,3,3,5,0,3.874
21,1,0,0,0,1,5,0,2.964
55,5,0,2,10,4,4,0,4.101
32,2,0,0,0,1,7,0,3.060
28,3,0,0,2,2,6,0,3.456
24,1,0,0,0,1,5,0,2.956
47,4,0,2,8,4,4,0,4.032
19,2,0,0,0,1,7,0,2.974
36,3,0,0,2,2,6,0,3.540
26,2,1,0,1,1,7,0,3.037
40,4,0,1,3,3,5,0,3.871
22,1,0,0,0,1,5,0,2.966
56,5,0,2,10,4,4,0,4.098
33,2,0,0,0,1,7,0,3.066
29,3,0,0,2,2,6,0,3.459
25,1,0,0,0,1,5,0,2.959
50,4,0,2,8,4,4,0,3.993
21,2,0,0,0,1,7,0,2.968
37,3,0,0,2,2,6,0,3.532
27,2,1,0,1,1,7,0,3.034
41,4,0,1,3,3,5,0,3.868
23,1,0,0,0,1,5,0,2.971
57,5,0,2,10,4,4,0,4.095
34,2,0,0,0,1,7,0,3.069
30,3,0,0,2,2,6,0,3.462
26,1,0,0,0,1,5,0,2.965
51,4,0,2,8,4,4,0,3.992
23,2,0,0,0,1,7,0,2.953
38,3,0,0,2,2,6,0,3.503
30,2,1,0,1,1,7,0,3.013
42,4,0,1,3,3,5,0,3.850
25,1,0,0,0,1,5,0,2.967
58,5,0,2,10,4,4,0,4.074
35,2,0,0,0,1,7,0,3.071
31,3,0,0,2,2,6,0,3.471
28,1,0,0,0,1,5,0,2.962
52,4,0,2,8,4,4,0,3.991
24,2,0,0,0,1,7,0,2.951
39,3,0,0,2,2,6,0,3.502
31,2,1,0,1,1,7,0,3.012
43,4,0,1,3,3,5,0,3.849
26,1,0,0,0,1,5,0,2.964
59,5,0,2,10,4,4,0,4.073
36,2,0,0,0,1,7,0,3.070
32,3,0,0,2,2,6,0,3.470
30,1,0,0,0,1,5,0,2.961
53,4,0,2,8,4,4,0,3.990
25,2,0,0,0,1,7,0,2.950
40,3,0,0,2,2,6,0,3.501
32,2,1,0,1,1,7,0,3.011
44,4,0,1,3,3,5,0,3.848
27,1,0,0,0,1,5,0,2.963
60,5,0,2,10,4,4,0,4.072
37,2,0,0,0,1,7,0,3.068
33,3,0,0,2,2,6,0,3.469
31,1,0,0,0,1,5,0,2.960
54,4,0,2,8,4,4,0,3.989
26,2,0,0,0,1,7,0,2.949
41,3,0,0,2,2,6,0,3.500
33,2,1,0,1,1,7,0,3.010
45,4,0,1,3,3,5,0,3.847
28,1,0,0,0,1,5,0,2.962
61,5,0,2,10,4,4,0,4.071
38,4,0,1,3,3,5,0,3.858
25,2,1,0,1,1,7,0,3.025
31,3,0,0,2,2,6,0,3.445
23,1,0,0,0,1,5,0,2.949
50,5,0,2,10,4,4,0,4.106
27,2,0,0,0,1,7,0,3.075
35,3,0,0,2,2,6,0,3.551
28,4,0,0,1,2,7,0,3.434
45,5,0,1,4,3,5,0,3.970
30,2,0,0,0,1,7,0,3.043
31,3,0,0,2,2,6,0,3.452
24,1,0,0,0,1,5,0,2.951
49,4,0,2,8,4,4,0,4.038
21,2,0,0,0,1,7,0,2.976
36,3,0,0,2,2,6,0,3.543
26,2,1,0,1,1,7,0,3.039
40,4,0,1,3,3,5,0,3.873
22,1,0,0,0,1,5,0,2.963
56,5,0,2,10,4,4,0,4.100
33,2,0,0,0,1,7,0,3.059
29,3,0,0,2,2,6,0,3.455
25,1,0,0,0,1,5,0,2.955
48,4,0,2,8,4,4,0,4.031
20,2,0,0,0,1,7,0,2.973
37,3,0,0,2,2,6,0,3.539
27,2,1,0,1,1,7,0,3.036
41,4,0,1,3,3,5,0,3.870
23,1,0,0,0,1,5,0,2.965
57,5,0,2,10,4,4,0,4.097
34,2,0,0,0,1,7,0,3.065
30,3,0,0,2,2,6,0,3.458
26,1,0,0,0,1,5,0,2.958
51,4,0,2,8,4,4,0,3.990
22,2,0,0,0,1,7,0,2.967
38,3,0,0,2,2,6,0,3.531
28,2,1,0,1,1,7,0,3.033
42,4,0,1,3,3,5,0,3.867
24,1,0,0,0,1,5,0,2.970
58,5,0,2,10,4,4,0,4.094
35,2,0,0,0,1,7,0,3.068
31,3,0,0,2,2,6,0,3.461
27,1,0,0,0,1,5,0,2.964
52,4,0,2,8,4,4,0,3.989
24,2,0,0,0,1,7,0,2.952
39,3,0,0,2,2,6,0,3.502
31,2,1,0,1,1,7,0,3.012
43,4,0,1,3,3,5,0,3.849
26,1,0,0,0,1,5,0,2.963
59,5,0,2,10,4,4,0,4.071
36,2,0,0,0,1,7,0,3.067
32,3,0,0,2,2,6,0,3.469
30,1,0,0,0,1,5,0,2.960
53,4,0,2,8,4,4,0,3.988
25,2,0,0,0,1,7,0,2.950
40,3,0,0,2,2,6,0,3.501
32,2,1,0,1,1,7,0,3.011
44,4,0,1,3,3,5,0,3.848
27,1,0,0,0,1,5,0,2.962
60,5,0,2,10,4,4,0,4.070
37,2,0,0,0,1,7,0,3.066
33,3,0,0,2,2,6,0,3.468
31,1,0,0,0,1,5,0,2.959
54,4,0,2,8,4,4,0,3.987
26,2,0,0,0,1,7,0,2.949
41,3,0,0,2,2,6,0,3.500
33,2,1,0,1,1,7,0,3.010
45,4,0,1,3,3,5,0,3.847
28,1,0,0,0,1,5,0,2.961
61,5,0,2,10,4,4,0,4.069
38,2,0,0,0,1,7,0,3.065
34,3,0,0,2,2,6,0,3.467
32,1,0,0,0,1,5,0,2.958
55,4,0,2,8,4,4,0,3.986
27,2,0,0,0,1,7,0,2.948
42,3,0,0,2,2,6,0,3.499
34,2,1,0,1,1,7,0,3.009
46,4,0,1,3,3,5,0,3.846
29,1,0,0,0,1,5,0,2.960
62,5,0,2,10,4,4,0,4.068
39,4,0,1,3,3,5,0,3.857
26,2,1,0,1,1,7,0,3.024
32,3,0,0,2,2,6,0,3.444
24,1,0,0,0,1,5,0,2.948
51,5,0,2,10,4,4,0,4.105
28,2,0,0,0,1,7,0,3.074
36,3,0,0,2,2,6,0,3.550
29,4,0,0,1,2,7,0,3.433
46,5,0,1,4,3,5,0,3.969
31,2,0,0,0,1,7,0,3.042
32,3,0,0,2,2,6,0,3.451
25,1,0,0,0,1,5,0,2.950
50,4,0,2,8,4,4,0,4.037
22,2,0,0,0,1,7,0,2.975
37,3,0,0,2,2,6,0,3.542
27,2,1,0,1,1,7,0,3.038
41,4,0,1,3,3,5,0,3.872
23,1,0,0,0,1,5,0,2.962
57,5,0,2,10,4,4,0,4.099
34,2,0,0,0,1,7,0,3.058
30,3,0,0,2,2,6,0,3.454
26,1,0,0,0,1,5,0,2.954
49,4,0,2,8,4,4,0,4.030
21,2,0,0,0,1,7,0,2.972
38,3,0,0,2,2,6,0,3.538
28,2,1,0,1,1,7,0,3.035
42,4,0,1,3,3,5,0,3.869
24,1,0,0,0,1,5,0,2.964
58,5,0,2,10,4,4,0,4.096
35,2,0,0,0,1,7,0,3.064
31,3,0,0,2,2,6,0,3.457
27,1,0,0,0,1,5,0,2.957
52,4,0,2,8,4,4,0,3.989
23,2,0,0,0,1,7,0,2.966
39,3,0,0,2,2,6,0,3.530
29,2,1,0,1,1,7,0,3.032
43,4,0,1,3,3,5,0,3.866
25,1,0,0,0,1,5,0,2.969
59,5,0,2,10,4,4,0,4.093
36,2,0,0,0,1,7,0,3.067
32,3,0,0,2,2,6,0,3.460
28,1,0,0,0,1,5,0,2.963
53,4,0,2,8,4,4,0,3.988
25,2,0,0,0,1,7,0,2.951
40,3,0,0,2,2,6,0,3.501
32,2,1,0,1,1,7,0,3.011
44,4,0,1,3,3,5,0,3.848
27,1,0,0,0,1,5,0,2.962
60,5,0,2,10,4,4,0,4.070
37,2,0,0,0,1,7,0,3.066
33,3,0,0,2,2,6,0,3.468
30,1,0,0,0,1,5,0,2.958
54,4,0,2,8,4,4,0,3.987
26,2,0,0,0,1,7,0,2.948
41,3,0,0,2,2,6,0,3.499
33,2,1,0,1,1,7,0,3.010
45,4,0,1,3,3,5,0,3.847
28,1,0,0,0,1,5,0,2.961
61,5,0,2,10,4,4,0,4.069
38,2,0,0,0,1,7,0,3.065
34,3,0,0,2,2,6,0,3.467
31,1,0,0,0,1,5,0,2.957
55,4,0,2,8,4,4,0,3.986
27,2,0,0,0,1,7,0,2.947
42,3,0,0,2,2,6,0,3.498
34,2,1,0,1,1,7,0,3.009
46,4,0,1,3,3,5,0,3.846
29,1,0,0,0,1,5,0,2.960
62,5,0,2,10,4,4,0,4.068
39,2,0,0,0,1,7,0,3.064
35,3,0,0,2,2,6,0,3.466
32,1,0,0,0,1,5,0,2.956
56,4,0,2,8,4,4,0,3.985
28,2,0,0,0,1,7,0,2.946
43,3,0,0,2,2,6,0,3.497
35,2,1,0,1,1,7,0,3.008
47,4,0,1,3,3,5,0,3.845
30,1,0,0,0,1,5,0,2.959
63,5,0,2,10,4,4,0,4.067
40,4,0,1,3,3,5,0,3.856
27,2,1,0,1,1,7,0,3.023
33,3,0,0,2,2,6,0,3.443
25,1,0,0,0,1,5,0,2.947
52,5,0,2,10,4,4,0,4.104
29,2,0,0,0,1,7,0,3.073
37,3,0,0,2,2,6,0,3.549
30,4,0,0,1,2,7,0,3.432
47,5,0,1,4,3,5,0,3.968
32,2,0,0,0,1,7,0,3.041
33,3,0,0,2,2,6,0,3.450
26,1,0,0,0,1,5,0,2.949
51,4,0,2,8,4,4,0,4.036
23,2,0,0,0,1,7,0,2.974
38,3,0,0,2,2,6,0,3.541
28,2,1,0,1,1,7,0,3.037
42,4,0,1,3,3,5,0,3.871
24,1,0,0,0,1,5,0,2.961
58,5,0,2,10,4,4,0,4.098
35,2,0,0,0,1,7,0,3.057
31,3,0,0,2,2,6,0,3.453
27,1,0,0,0,1,5,0,2.953
50,4,0,2,8,4,4,0,4.029
22,2,0,0,0,1,7,0,2.971
39,3,0,0,2,2,6,0,3.537
29,2,1,0,1,1,7,0,3.034
43,4,0,1,3,3,5,0,3.868
25,1,0,0,0,1,5,0,2.963
59,5,0,2,10,4,4,0,4.095
36,2,0,0,0,1,7,0,3.063
32,3,0,0,2,2,6,0,3.456
28,1,0,0,0,1,5,0,2.956
53,4,0,2,8,4,4,0,3.988
24,2,0,0,0,1,7,0,2.965
40,3,0,0,2,2,6,0,3.529
30,2,1,0,1,1,7,0,3.031
44,4,0,1,3,3,5,0,3.865
26,1,0,0,0,1,5,0,2.968
60,5,0,2,10,4,4,0,4.092
37,2,0,0,0,1,7,0,3.066
33,3,0,0,2,2,6,0,3.459
29,1,0,0,0,1,5,0,2.962
54,4,0,2,8,4,4,0,3.987
26,2,0,0,0,1,7,0,2.950
41,3,0,0,2,2,6,0,3.500
33,2,1,0,1,1,7,0,3.010
45,4,0,1,3,3,5,0,3.847
28,1,0,0,0,1,5,0,2.961
61,5,0,2,10,4,4,0,4.069
38,2,0,0,0,1,7,0,3.065
34,3,0,0,2,2,6,0,3.467
31,1,0,0,0,1,5,0,2.957
55,4,0,2,8,4,4,0,3.986
27,2,0,0,0,1,7,0,2.947
42,3,0,0,2,2,6,0,3.499
34,2,1,0,1,1,7,0,3.009
46,4,0,1,3,3,5,0,3.846
29,1,0,0,0,1,5,0,2.960
62,5,0,2,10,4,4,0,4.068
39,2,0,0,0,1,7,0,3.064
35,3,0,0,2,2,6,0,3.466
32,1,0,0,0,1,5,0,2.956
56,4,0,2,8,4,4,0,3.985
28,2,0,0,0,1,7,0,2.946
43,3,0,0,2,2,6,0,3.498
35,2,1,0,1,1,7,0,3.008
47,4,0,1,3,3,5,0,3.845
30,1,0,0,0,1,5,0,2.958
63,5,0,2,10,4,4,0,4.067
40,2,0,0,0,1,7,0,3.063
36,3,0,0,2,2,6,0,3.465
33,1,0,0,0,1,5,0,2.955
57,4,0,2,8,4,4,0,3.984
29,2,0,0,0,1,7,0,2.945
44,3,0,0,2,2,6,0,3.497
36,2,1,0,1,1,7,0,3.007
48,4,0,1,3,3,5,0,3.844
31,1,0,0,0,1,5,0,2.957
64,5,0,2,10,4,4,0,4.066
41,4,0,1,3,3,5,0,3.855
28,2,1,0,1,1,7,0,3.022
34,3,0,0,2,2,6,0,3.442
26,1,0,0,0,1,5,0,2.946
53,5,0,2,10,4,4,0,4.103
30,2,0,0,0,1,7,0,3.072
38,3,0,0,2,2,6,0,3.548
31,4,0,0,1,2,7,0,3.431
48,5,0,1,4,3,5,0,3.967
33,2,0,0,0,1,7,0,3.040
34,3,0,0,2,2,6,0,3.449
27,1,0,0,0,1,5,0,2.948
52,4,0,2,8,4,4,0,4.035
24,2,0,0,0,1,7,0,2.973
39,3,0,0,2,2,6,0,3.540
29,2,1,0,1,1,7,0,3.036
43,4,0,1,3,3,5,0,3.870
25,1,0,0,0,1,5,0,2.960
59,5,0,2,10,4,4,0,4.097
36,2,0,0,0,1,7,0,3.056
32,3,0,0,2,2,6,0,3.452
28,1,0,0,0,1,5,0,2.952
51,4,0,2,8,4,4,0,4.028
23,2,0,0,0,1,7,0,2.970
40,3,0,0,2,2,6,0,3.536
30,2,1,0,1,1,7,0,3.033
44,4,0,1,3,3,5,0,3.867
26,1,0,0,0,1,5,0,2.962
60,5,0,2,10,4,4,0,4.094
37,2,0,0,0,1,7,0,3.062
33,3,0,0,2,2,6,0,3.455
29,1,0,0,0,1,5,0,2.955
54,4,0,2,8,4,4,0,3.987
25,2,0,0,0,1,7,0,2.964
41,3,0,0,2,2,6,0,3.528
31,2,1,0,1,1,7,0,3.030
45,4,0,1,3,3,5,0,3.864
27,1,0,0,0,1,5,0,2.967
61,5,0,2,10,4,4,0,4.091
38,2,0,0,0,1,7,0,3.065
34,3,0,0,2,2,6,0,3.458
30,1,0,0,0,1,5,0,2.961
55,4,0,2,8,4,4,0,3.986
27,2,0,0,0,1,7,0,2.949
42,3,0,0,2,2,6,0,3.499
34,2,1,0,1,1,7,0,3.008
46,4,0,1,3,3,5,0,3.846
29,1,0,0,0,1,5,0,2.960
62,5,0,2,10,4,4,0,4.068
39,2,0,0,0,1,7,0,3.064
35,3,0,0,2,2,6,0,3.466
32,1,0,0,0,1,5,0,2.955
56,4,0,2,8,4,4,0,3.985
28,2,0,0,0,1,7,0,2.946
43,3,0,0,2,2,6,0,3.498
35,2,1,0,1,1,7,0,3.007
47,4,0,1,3,3,5,0,3.845
30,1,0,0,0,1,5,0,2.957
63,5,0,2,10,4,4,0,4.067
40,2,0,0,0,1,7,0,3.063
36,3,0,0,2,2,6,0,3.465
33,1,0,0,0,1,5,0,2.954
57,4,0,2,8,4,4,0,3.984
29,2,0,0,0,1,7,0,2.945
44,3,0,0,2,2,6,0,3.497
36,2,1,0,1,1,7,0,3.006
48,4,0,1,3,3,5,0,3.844
31,1,0,0,0,1,5,0,2.956
64,5,0,2,10,4,4,0,4.066
41,2,0,0,0,1,7,0,3.062
37,3,0,0,2,2,6,0,3.464
34,1,0,0,0,1,5,0,2.953
58,4,0,2,8,4,4,0,3.983
30,2,0,0,0,1,7,0,2.944
45,3,0,0,2,2,6,0,3.496
37,2,1,0,1,1,7,0,3.005
49,4,0,1,3,3,5,0,3.843
32,1,0,0,0,1,5,0,2.955
65,5,0,2,10,4,4,0,4.065
42,4,0,1,3,3,5,0,3.854
29,2,1,0,1,1,7,0,3.021
35,3,0,0,2,2,6,0,3.441
27,1,0,0,0,1,5,0,2.945
54,5,0,2,10,4,4,0,4.102
31,2,0,0,0,1,7,0,3.071
39,3,0,0,2,2,6,0,3.547
32,4,0,0,1,2,7,0,3.430
49,5,0,1,4,3,5,0,3.966
34,2,0,0,0,1,7,0,3.039
35,3,0,0,2,2,6,0,3.448
28,1,0,0,0,1,5,0,2.947
53,4,0,2,8,4,4,0,4.034
25,2,0,0,0,1,7,0,2.972
40,3,0,0,2,2,6,0,3.539
30,2,1,0,1,1,7,0,3.035
44,4,0,1,3,3,5,0,3.869
26,1,0,0,0,1,5,0,2.959
60,5,0,2,10,4,4,0,4.096
37,2,0,0,0,1,7,0,3.055
33,3,0,0,2,2,6,0,3.451
29,1,0,0,0,1,5,0,2.951
52,4,0,2,8,4,4,0,4.027
24,2,0,0,0,1,7,0,2.969
41,3,0,0,2,2,6,0,3.535
31,2,1,0,1,1,7,0,3.032
45,4,0,1,3,3,5,0,3.866
27,1,0,0,0,1,5,0,2.961
61,5,0,2,10,4,4,0,4.093
38,2,0,0,0,1,7,0,3.061
34,3,0,0,2,2,6,0,3.454
30,1,0,0,0,1,5,0,2.954
55,4,0,2,8,4,4,0,3.986
26,2,0,0,0,1,7,0,2.963
42,3,0,0,2,2,6,0,3.527
32,2,1,0,1,1,7,0,3.029
46,4,0,1,3,3,5,0,3.863
28,1,0,0,0,1,5,0,2.966
62,5,0,2,10,4,4,0,4.090
39,2,0,0,0,1,7,0,3.064
35,3,0,0,2,2,6,0,3.457
31,1,0,0,0,1,5,0,2.960
56,4,0,2,8,4,4,0,3.985
28,2,0,0,0,1,7,0,2.948
43,3,0,0,2,2,6,0,3.498
35,2,1,0,1,1,7,0,3.007
47,4,0,1,3,3,5,0,3.845
30,1,0,0,0,1,5,0,2.959
63,5,0,2,10,4,4,0,4.067
40,2,0,0,0,1,7,0,3.063
36,3,0,0,2,2,6,0,3.465
33,1,0,0,0,1,5,0,2.953
57,4,0,2,8,4,4,0,3.984
29,2,0,0,0,1,7,0,2.944
44,3,0,0,2,2,6,0,3.497
36,2,1,0,1,1,7,0,3.006
48,4,0,1,3,3,5,0,3.844
31,1,0,0,0,1,5,0,2.956
64,5,0,2,10,4,4,0,4.066
41,2,0,0,0,1,7,0,3.062
37,3,0,0,2,2,6,0,3.464
34,1,0,0,0,1,5,0,2.952
58,4,0,2,8,4,4,0,3.983
30,2,0,0,0,1,7,0,2.943
45,3,0,0,2,2,6,0,3.496
37,2,1,0,1,1,7,0,3.005
49,4,0,1,3,3,5,0,3.843
32,1,0,0,0,1,5,0,2.954
65,5,0,2,10,4,4,0,4.065
42,2,0,0,0,1,7,0,3.061
38,3,0,0,2,2,6,0,3.463
35,1,0,0,0,1,5,0,2.951
59,4,0,2,8,4,4,0,3.982
31,2,0,0,0,1,7,0,2.942
46,3,0,0,2,2,6,0,3.495
38,2,1,0,1,1,7,0,3.004
50,4,0,1,3,3,5,0,3.842
33,1,0,0,0,1,5,0,2.953
66,5,0,2,10,4,4,0,4.064
43,4,0,1,3,3,5,0,3.853
30,2,1,0,1,1,7,0,3.020
36,3,0,0,2,2,6,0,3.440
28,1,0,0,0,1,5,0,2.944
55,5,0,2,10,4,4,0,4.101
32,2,0,0,0,1,7,0,3.070
40,3,0,0,2,2,6,0,3.546
33,4,0,0,1,2,7,0,3.429
50,5,0,1,4,3,5,0,3.965
35,2,0,0,0,1,7,0,3.038
36,3,0,0,2,2,6,0,3.447
29,1,0,0,0,1,5,0,2.946
54,4,0,2,8,4,4,0,4.033
26,2,0,0,0,1,7,0,2.971
41,3,0,0,2,2,6,0,3.538
31,2,1,0,1,1,7,0,3.034
45,4,0,1,3,3,5,0,3.868
27,1,0,0,0,1,5,0,2.958
61,5,0,2,10,4,4,0,4.095
38,2,0,0,0,1,7,0,3.054
34,3,0,0,2,2,6,0,3.450
30,1,0,0,0,1,5,0,2.950
53,4,0,2,8,4,4,0,4.026
25,2,0,0,0,1,7,0,2.968
42,3,0,0,2,2,6,0,3.534
32,2,1,0,1,1,7,0,3.031
46,4,0,1,3,3,5,0,3.865
28,1,0,0,0,1,5,0,2.960
62,5,0,2,10,4,4,0,4.092
39,2,0,0,0,1,7,0,3.060
35,3,0,0,2,2,6,0,3.453
31,1,0,0,0,1,5,0,2.953
56,4,0,2,8,4,4,0,3.985
27,2,0,0,0,1,7,0,2.962
43,3,0,0,2,2,6,0,3.526
33,2,1,0,1,1,7,0,3.028
47,4,0,1,3,3,5,0,3.862
29,1,0,0,0,1,5,0,2.965
63,5,0,2,10,4,4,0,4.089
40,2,0,0,0,1,7,0,3.063
36,3,0,0,2,2,6,0,3.456
32,1,0,0,0,1,5,0,2.959
57,4,0,2,8,4,4,0,3.984
29,2,0,0,0,1,7,0,2.947
44,3,0,0,2,2,6,0,3.497
36,2,1,0,1,1,7,0,3.006
48,4,0,1,3,3,5,0,3.844
31,1,0,0,0,1,5,0,2.958
64,5,0,2,10,4,4,0,4.066
41,2,0,0,0,1,7,0,3.062
37,3,0,0,2,2,6,0,3.464
34,1,0,0,0,1,5,0,2.952
58,4,0,2,8,4,4,0,3.983
30,2,0,0,0,1,7,0,2.943
45,3,0,0,2,2,6,0,3.496
37,2,1,0,1,1,7,0,3.005
49,4,0,1,3,3,5,0,3.843
32,1,0,0,0,1,5,0,2.954
65,5,0,2,10,4,4,0,4.065
42,2,0,0,0,1,7,0,3.061
38,3,0,0,2,2,6,0,3.463
35,1,0,0,0,1,5,0,2.950
59,4,0,2,8,4,4,0,3.982
31,2,0,0,0,1,7,0,2.942
46,3,0,0,2,2,6,0,3.495
38,2,1,0,1,1,7,0,3.004
50,4,0,1,3,3,5,0,3.842
33,1,0,0,0,1,5,0,2.952
66,5,0,2,10,4,4,0,4.064
43,2,0,0,0,1,7,0,3.060
39,3,0,0,2,2,6,0,3.462
36,1,0,0,0,1,5,0,2.951
60,4,0,2,8,4,4,0,3.981
32,2,0,0,0,1,7,0,2.941
47,3,0,0,2,2,6,0,3.494
39,2,1,0,1,1,7,0,3.003
51,4,0,1,3,3,5,0,3.841
34,1,0,0,0,1,5,0,2.952
67,5,0,2,10,4,4,0,4.063
44,2,0,0,0,1,7,0,3.059
40,3,0,0,2,2,6,0,3.461
37,1,0,0,0,1,5,0,2.950
61,4,0,2,8,4,4,0,3.980
33,2,0,0,0,1,7,0,2.940
48,3,0,0,2,2,6,0,3.493
40,2,1,0,1,1,7,0,3.002
52,4,0,1,3,3,5,0,3.840
35,1,0,0,0,1,5,0,2.951
68,5,0,2,10,4,4,0,4.062
45,2,0,0,0,1,7,0,3.058
41,3,0,0,2,2,6,0,3.460
38,1,0,0,0,1,5,0,2.949
62,4,0,2,8,4,4,0,3.979
34,2,0,0,0,1,7,0,2.939
49,3,0,0,2,2,6,0,3.492
41,2,1,0,1,1,7,0,3.001
53,4,0,1,3,3,5,0,3.839
36,1,0,0,0,1,5,0,2.950
69,5,0,2,10,4,4,0,4.061
46,4,0,1,3,3,5,0,3.852
31,2,1,0,1,1,7,0,3.019
37,3,0,0,2,2,6,0,3.439
29,1,0,0,0,1,5,0,2.943
56,5,0,2,10,4,4,0,4.100
33,2,0,0,0,1,7,0,3.069
41,3,0,0,2,2,6,0,3.545
34,4,0,0,1,2,7,0,3.428
51,5,0,1,4,3,5,0,3.964
36,2,0,0,0,1,7,0,3.037
37,3,0,0,2,2,6,0,3.446
30,1,0,0,0,1,5,0,2.945
55,4,0,2,8,4,4,0,4.032
27,2,0,0,0,1,7,0,2.970
42,3,0,0,2,2,6,0,3.537
32,2,1,0,1,1,7,0,3.033
46,4,0,1,3,3,5,0,3.867
28,1,0,0,0,1,5,0,2.957
62,5,0,2,10,4,4,0,4.094
39,2,0,0,0,1,7,0,3.053
35,3,0,0,2,2,6,0,3.449
31,1,0,0,0,1,5,0,2.949
54,4,0,2,8,4,4,0,4.025
26,2,0,0,0,1,7,0,2.967
43,3,0,0,2,2,6,0,3.533
33,2,1,0,1,1,7,0,3.030
47,4,0,1,3,3,5,0,3.864
29,1,0,0,0,1,5,0,2.959
63,5,0,2,10,4,4,0,4.091
40,2,0,0,0,1,7,0,3.059
36,3,0,0,2,2,6,0,3.452
32,1,0,0,0,1,5,0,2.952
57,4,0,2,8,4,4,0,3.984
28,2,0,0,0,1,7,0,2.961
44,3,0,0,2,2,6,0,3.525
34,2,1,0,1,1,7,0,3.027
48,4,0,1,3,3,5,0,3.861
30,1,0,0,0,1,5,0,2.964
64,5,0,2,10,4,4,0,4.088
41,2,0,0,0,1,7,0,3.062
37,3,0,0,2,2,6,0,3.455
33,1,0,0,0,1,5,0,2.958
58,4,0,2,8,4,4,0,3.983
30,2,0,0,0,1,7,0,2.946
45,3,0,0,2,2,6,0,3.496
37,2,1,0,1,1,7,0,3.005
49,4,0,1,3,3,5,0,3.843
32,1,0,0,0,1,5,0,2.957
65,5,0,2,10,4,4,0,4.065
42,2,0,0,0,1,7,0,3.061
38,3,0,0,2,2,6,0,3.463
