domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
17,3,0,0,0,2,8,0,3.499227547
23,2,2,0,0,1,5.666666667,0,4.055958152
15,4,0,1,0,3,3,0,2.955913095
20,1,0,0,0,1,16,0,3.621928095
13,1,2,0,0,1,4.5,0,3.238901257
16,1,2,2,1,1,13,0,3.625
27,3,0,0,0,3,3,0,3.930270372
18,4,0,0,0,3,4,0,3.419381946
24,3,0,0,6,2,9,6,4.001629167
25,3,0,0,0,3,3,0,3.803074189
21,1,1,0,0,1,17,0,3.748994804
41,2,0,0,0,2,28,0,3.941964199
20,1,0,0,22,1,16,0,3.241446071
10,1,0,0,16,1,7,0,2.921928095
5,2,0,0,0,1,17,0,3.182005815
16,4,0,0,0,3,3,0,3.155639062
28,8,1,0,0,2,3,0,3.672553582
17,3,1,0,1,2,4.5,0,3.616874606
14,1,0,1,27,1,10,0,3.182005815
29,3,0,0,0,2,8,0,3.538509874
11,4,0,0,0,2,4,0,3.095795255
25,4,0,0,22,3,10,7,3.532878689
14,5,1,0,1,1,4.5,0,3.521640636
17,3,0,0,17,3,3,0,3.572469459
22,2,0,0,0,1,17,0,3.663532755
26,2,0,0,2,2,15,0,3.407761238
23,2,0,0,4,2,12,0,3.588354347
14,5,1,0,1,1,4.5,0,3.521640636
13,2,1,0,10,1,8,0,3.700439718
26,2,0,0,1,2,15,1,3.686419411
35,4,1,2,28,3,4.5,0,3.911306146
27,6,0,0,3,1,23,0,3.661932872
17,2,0,0,10,2,3,0,3.4548224
22,2,0,1,28,2,3,0,3.879664005
12,1,1,0,1,1,8,0,3.418295834
15,3,1,0,0,2,7,0,3.506890596
20,3,0,0,1,2,11,0,3.721928095
19,1,2,0,1,1,7,0,3.426367488
30,7,0,2,25,5,3,0,3.936243413
14,2,1,1,21,2,3,0,3.039148672
17,2,1,2,62,1,13,0,3.337175341
26,3,0,0,0,2,3,0,3.642371449
8,1,0,0,23,1,5,0,3
18,1,1,0,0,1,6.5,0,3.683542362
20,7,1,0,2,2,8,2,3.521928095
22,4,0,0,33,3,5,0,3.788754914
12,3,0,4,12,1,8,0,3.251629167
11,1,0,0,0,1,7,0,2.845350937
35,3,2,0,5,2,8.333333333,5,4.171860874
14,1,0,0,0,1,11,0,3.521640636
19,4,0,0,0,3,3,0,3.431623566
20,5,5,0,0,2,3,0,3.141446071
13,6,1,2,1,2,3,0,3.180832987
18,3,0,0,0,2,8,0,3.572431251
25,5,1,0,0,1,22,0,3.62346519
14,4,0,0,1,2,3,0,3.039148672
16,3,0,0,1,2,6,0,3.5
9,6,1,1,2,1,5,0,2.641604168
14,1,1,0,23,1,10,0,3.378783493
18,2,0,0,0,1,15,0,3.572431251
25,7,0,0,0,3,3,0,3.27326969
25,3,0,0,10,3,10,0,3.54346519
18,3,1,0,0,2,3,0,3.572431251
29,5,0,0,0,5,2,0,3.689901582
22,5,1,1,0,1,18,0,3.55034071
13,3,2,0,0,2,3,0,3.180832987
14,2,0,0,3,1,10,3,3.521640636
23,3,2,1,0,2,3,0,3.675310869
20,1,0,0,21,1,16,0,3.241446071
36,3,0,1,1,2,25,0,2.967140975
12,6,0,0,0,2,3,0,2.688721876
18,6,0,0,0,1,14,0,3.239097918
11,3,0,0,0,1,8,0,3.277613437
15,2,1,0,25,2,8,0,3.373557262
16,1,0,0,0,1,12,0,3.5
22,2,0,0,1,2,9,1,3.754441846
16,2,1,0,0,2,10,0,3.5
19,2,1,0,23,2,3,0,3.326360408
12,2,0,0,2,1,8,2,3.418295834
18,2,0,0,0,2,4,0,3.530493057
10,3,0,0,0,1,6,0,2.921928095
41,7,0,0,0,6,3,0,3.734885541
20,1,0,0,0,1,16,0,3.546439345
24,1,1,0,19,1,9.5,0,3.605388542
13,2,0,0,0,1,9,0,3.546593564
13,2,0,0,2,1,9,0,3.39274741
16,4,0,0,0,2,9,0,3.375
17,2,1,0,0,2,3,0,3.4548224
22,7,1,1,0,3,3,0,3.629219687
23,1,2,0,0,1,5.666666667,0,3.621175543
16,2,2,0,0,1,6,0,3.452819531
16,2,0,0,1,2,3,0,3.125
24,2,0,0,0,2,3,0,3.803508855
36,5,3,2,1,4,2,0,3.662573265
24,2,1,0,0,1,10,0,3.970175521
17,3,0,0,0,2,10,0,3.4548224
28,2,0,0,0,2,3,0,3.695947226
29,3,0,0,2,2,3,0,4.280226254
15,3,0,0,1,2,4,0,2.973557262
16,1,0,0,0,1,13,0,3.375
17,3,0,0,17,3,3,0,3.572469459
11,2,0,0,0,1,7,0,3.095795255
15,2,1,0,22,2,3,0,2.866247897
6,1,0,0,0,1,3,0,2.584962501
26,1,2,0,8,1,6.666666667,8,4.008132026
12,1,0,0,20,1,8,0,3.418295834
15,2,0,0,7,2,4,0,2.973557262
18,3,0,0,1,2,3,0,3.419381946
13,1,0,0,2,1,10,2,3.39274741
12,2,1,2,18,1,8,0,3.418295834
15,1,0,3,30,1,11,0,3.506890596
10,3,0,0,1,1,6,0,2.921928095
40,2,0,2,37,1,37,37,3.209340758
21,2,1,0,0,1,8,0,3.558518613
20,3,0,0,1,2,10,0,3.68418372
19,4,0,2,4,2,8,0,3.576617645
13,2,0,0,25,2,4,0,3.026986833
16,4,0,0,0,2,3,0,3.202819531
14,2,0,0,0,1,10,0,3.521640636
28,4,1,0,26,3,9,0,3.923251797
25,3,0,0,0,2,3,0,3.70346519
10,3,2,0,7,2,17.5,0,3.270950594
26,7,0,0,0,3,3,0,3.449311833
13,2,0,0,5,1,9,0,3.39274741
25,3,0,0,4,3,3,0,3.67326969
16,1,0,0,19,1,13,0,3.5
33,2,2,0,0,1,29,0,3.628362121
22,3,1,2,2,2,16,0,3.516027641
12,5,0,0,0,2,3,0,3.022055209
25,3,0,0,0,3,6,0,3.59326969
25,4,5,0,0,2,8,0,3.70346519
16,2,0,0,24,2,5,0,3.375
17,2,0,0,0,2,3,0,3.057476076
17,1,1,0,0,1,13,0,3.292770194
19,1,0,0,0,1,15,0,3.511085408
24,3,0,0,0,2,18,0,3.736440502
28,3,1,0,22,3,3,0,3.655045547
18,1,1,1,0,1,6.5,0,3.683542362
26,1,3,2,42,1,10,0,4.026986833
16,5,2,1,51,3,3,0,3.280639062
25,3,1,0,0,3,3,0,3.67326969
18,2,1,0,1,1,6.5,0,3.572431251
18,2,8,0,2,1,14,0,3.614369446
18,2,1,0,0,1,6.5,0,3.683542362
17,1,0,0,0,1,13,0,3.616874606
23,4,1,0,0,2,3,0,3.588354347
25,9,0,0,0,3,3,0,3.94346519
12,3,0,4,12,1,8,0,3.418295834
11,3,0,0,0,1,7,0,3.459431619
12,2,0,0,0,1,8,0,3.251629167
17,3,0,0,1,2,8,0,3.381580488
28,4,1,0,25,3,9,0,3.994680368
24,2,0,0,0,2,11,0,3.668295834
15,2,0,0,18,1,11,0,3.323231429
23,6,0,0,0,1,19,0,3.501397825
33,3,2,3,52,2,7,0,4.020926316
11,2,0,1,0,1,7,0,2.845350937
21,4,0,3,4,2,3,0,3.403989446
23,7,0,3,0,2,3,0,3.534219021
12,2,1,0,9,1,3.5,0,3.584962501
14,2,0,0,21,1,10,2,3.664497779
19,3,1,0,0,2,4,0,3.195295934
14,3,0,0,0,1,11,0,3.4677201
14,6,0,0,4,1,11,0,3.378783493
20,1,1,0,0,1,7.5,0,3.78418372
23,2,0,0,3,2,14,2,3.882045108
31,5,1,0,13,2,3,0,3.708093392
13,2,0,0,5,1,9,0,3.39274741
24,3,0,0,0,2,3,0,3.803508855
19,1,1,0,0,1,15,0,3.826874882
20,2,0,0,16,1,16,0,3.48418372
33,9,0,3,1,6,2,0,3.596683892
11,1,0,0,0,1,7,0,3.459431619
29,2,0,0,2,2,16,2,3.978333581
13,2,0,0,2,1,9,0,3.39274741
15,4,2,1,18,1,11,0,3.373557262
16,2,0,0,5,2,2,0,3.452819531
13,5,2,2,15,2,3,0,2.81507241
18,2,2,0,0,1,15,0,3.572431251
33,6,0,0,23,5,3,0,4.16198759
21,2,0,0,0,2,9,0,3.880179923
14,1,0,0,13,1,10,0,3.235926351
10,2,1,0,6,1,22,0,2.921928095
28,4,1,0,0,3,5,0,3.913799565
11,3,1,0,7,1,7,0,3.277613437
26,2,0,0,0,2,19,0,3.565448372
33,5,1,0,1,5,8,0,3.942438726
18,10,0,5,31,2,7,0,3.683542362
19,4,0,0,0,2,3,0,3.391892645
25,5,0,1,3,2,3,0,3.19326969
23,20,1,0,5,2,13,1,3.795088586
14,3,0,0,3,1,10,3,3.039148672
12,1,0,1,55,1,8,0,3.084962501
25,4,2,0,18,2,3,0,3.89366069
22,3,0,0,0,2,3,0,3.6412498
22,3,0,1,4,2,3,0,3.697845823
16,3,0,0,15,2,3,0,3.280639062
18,2,0,0,70,2,3,0,3.197159723
15,3,1,0,6,2,3,0,3.323231429
15,3,0,0,0,1,10,0,3.640223929
22,2,2,0,3,2,3,0,3.516027641
16,13,1,0,8,1,12,0,3.327819531
30,3,0,0,6,2,15,3,4.373557262
28,3,1,0,0,3,3,0,3.52969644
11,2,0,0,0,1,7,0,3.027169118
13,1,0,0,4,1,9,4,3.546593564
15,2,0,3,5,1,12,0,3.456564762
14,2,1,1,69,1,10,0,3.521640636
14,2,1,0,0,2,3,0,3.324862958
19,1,1,0,19,1,15,0,3.536886724
11,5,1,1,2,1,7,0,3.027169118
30,1,2,2,43,1,26,0,3.815061012
25,2,0,4,21,2,3,0,3.70346519
22,2,1,0,0,1,19,0,3.697845823
21,4,0,0,25,3,5,0,3.880179923
13,2,0,0,2,1,9,0,3.39274741
9,12,0,1,9,1,6,0,2.947702779
33,4,4,6,13,3,10,3,4.081532377
15,2,1,0,8,2,6,1,3.773557262
18,2,0,0,1,2,9,1,3.46132014
19,6,1,1,0,2,3,0,3.471354487
27,2,0,0,0,1,23,0,3.884155095
29,2,1,0,0,2,10.5,0,3.676440909
13,2,0,0,2,1,9,0,3.39274741
17,6,1,7,8,2,3,0,2.984234165
13,2,0,0,1,1,9,0,3.39274741
19,1,0,0,10,1,14,0,3.576617645
31,2,0,0,65,2,15,9,4.171465262
20,4,5,2,0,1,16,0,2.928212946
17,3,0,0,17,3,3,0,3.572469459
13,2,0,0,2,1,9,0,3.39274741
25,3,1,0,0,2,3,0,3.59326969
20,2,2,0,0,2,3.666666667,0,3.546439345
28,3,0,0,4,2,13,1,4.280394654
13,2,0,0,4,1,9,0,3.39274741
33,2,0,0,0,2,24,0,3.41486571
11,6,1,1,2,2,3,0,3.095795255
14,4,0,0,0,3,3,0,2.610577243
10,3,0,0,0,2,4,0,3.121928095
30,3,0,1,10,2,16,10,4.081727679
25,3,0,0,4,3,10,4,3.89366069
13,2,1,0,0,1,9,0,3.334679141
13,2,2,0,0,1,4,0,3.238901257
9,1,0,0,3,1,5,3,2.725480557
33,5,2,0,1,5,8,0,3.942438726
10,1,0,0,0,1,6,0,3.321928095
15,3,0,0,0,2,3,0,3.456564762
22,5,0,0,0,3,3,0,3.720128777
16,2,0,1,3,1,12,1,3.5
21,3,0,0,0,2,12,0,3.43993647
17,1,0,0,0,1,14,0,3.572469459
20,2,0,0,0,2,10,0,3.246439345
25,2,2,0,6,1,6.333333333,6,3.76385619
28,3,2,0,4,3,4.666666667,4,4.00862178
34,7,1,0,0,2,8.5,0,4.07967865
13,1,3,0,21,1,4,0,3.180832987
14,2,0,0,28,2,3,0,3.182005815
12,1,0,0,0,1,9,0,3.251629167
26,5,0,0,28,4,3,0,3.700439718
23,5,0,0,32,4,3,0,3.567040217
19,6,1,1,0,2,3,0,3.787143961
16,3,0,1,5,2,4,0,3.25
28,6,0,1,5,3,9,0,3.923251797
23,2,1,0,0,2,3,0,3.555533151
13,2,0,0,1,1,9,0,3.39274741
24,2,0,0,3,2,11,0,3.803508855
34,1,4,0,0,1,5.4,0,3.76042121
13,2,0,0,1,2,6,0,3.180832987
12,2,1,1,7,1,8,0,3.188721876
15,2,0,1,7,2,4,0,2.973557262
12,4,1,1,1,2,3,0,2.855388542
16,3,0,0,0,2,3,0,3.280639062
28,3,0,0,0,2,3,0,3.601125011
25,4,0,1,1,3,2,1,3.86346519
12,1,0,0,0,1,9,0,3.251629167
11,1,0,0,2,1,7,0,3.459431619
12,2,0,0,22,1,7,0,3.251629167
13,4,0,0,1,2,3,0,3.026986833
17,2,0,0,0,1,13,0,3.572469459
15,1,1,0,0,1,5,0,3.373557262
10,2,0,1,0,1,6,0,2.646439345
22,2,0,0,0,1,18,0,3.6412498
20,2,0,0,0,1,16,0,3.58418372
19,2,0,0,0,2,3,0,3.431623566
13,2,0,0,3,1,9,0,3.39274741
21,8,0,0,0,2,14,0,3.916126947
23,7,1,3,1,4,2,0,4.001822826
16,7,3,1,11,1,12,0,3.625
16,1,0,0,20,1,13,0,3.375
23,5,0,0,30,4,3,0,3.534219021
14,7,1,1,2,2,3,0,2.896291529
12,2,0,1,29,1,8,0,2.855388542
21,3,1,0,14,1,17,0,3.535174566
15,2,0,0,4,1,11,0,3.323231429
25,2,0,0,0,2,13,0,3.589275071
18,3,2,0,0,2,6,0,3.350209029
12,6,1,1,1,2,5,0,3.251629167
27,2,0,0,0,2,14,0,3.912113891
18,2,0,2,22,1,14,0,3.392147224
25,2,2,0,0,2,5,0,3.73366069
16,3,0,0,12,2,3,0,3.452819531
13,7,1,1,2,2,3,0,2.661226256
12,2,0,2,4,1,8,4,3.418295834
12,3,2,0,0,1,9,0,3.251629167
18,2,0,0,0,1,14,0,3.239097918
18,1,0,0,2,1,14,0,3.836591668
16,3,2,0,2,3,3,0,2.983458593
23,3,1,0,0,3,3,0,3.501397825
31,5,1,0,0,2,3,0,3.708093392
28,6,0,0,1,4,5,0,3.583616975
16,5,0,2,6,2,6,6,3.452819531
11,2,3,3,61,1,8,0,3.277613437
28,3,0,3,0,2,21,0,3.79790269
19,4,0,0,38,3,5,0,3.471354487
30,4,0,0,6,2,14,0,3.856564762
12,2,1,0,4,1,4,0,3.084962501
10,1,0,0,0,1,7,0,2.921928095
13,2,0,0,3,1,9,0,3.39274741
13,2,0,0,2,1,9,0,3.39274741
29,2,1,0,5,1,12.5,0,3.810928306
14,2,0,0,22,2,3,0,3.182005815
20,3,1,0,1,2,5.5,0,3.78418372
22,3,2,0,1,3,3,0,3.754441846
10,1,0,0,2,1,6,0,3.321928095
16,2,0,0,0,2,3,0,3.280639062
12,2,0,0,1,1,8,0,3.251629167
16,15,3,0,17,2,9,0,3.375
29,3,1,0,3,2,5,0,3.840402547
11,2,1,3,0,1,7,0,3.027169118
22,3,0,0,22,2,3,0,3.629219687
13,3,0,0,0,3,3,0,2.968918564
16,2,0,0,0,2,4,0,3.25
15,2,0,0,0,2,6,0,3.506890596
36,2,2,0,21,2,6.333333333,0,4.162573265
21,2,0,0,0,2,3,0,3.558518613
25,2,0,0,0,2,12,0,3.94346519
27,1,1,0,32,1,23,0,3.884155095
6,1,0,0,0,1,3,0,2.584962501
14,7,1,1,2,2,3,0,2.896291529
19,3,0,0,0,2,3,0,3.431623566
21,4,5,5,36,2,7,0,3.653756708
30,4,1,1,0,1,26,0,3.881727679
17,4,0,0,0,1,13,0,3.337175341
17,4,4,7,14,3,3,0,3.175123135
28,3,0,0,0,2,10,0,3.628085279
17,3,0,0,5,2,3,0,3.175123135
15,6,1,1,2,2,3,0,3.106890596
12,3,0,1,0,2,5,0,3.251629167
18,4,1,1,0,1,14,0,3.350209029
19,5,0,0,4,1,15,0,3.286629487
12,3,1,1,0,2,3,0,2.855388542
20,3,1,0,0,1,8,0,3.20869497
11,2,0,1,27,1,7,0,3.095795255
15,2,0,0,6,2,4,0,2.973557262
13,6,1,10,11,2,3,0,2.565448372
23,2,0,0,2,2,14,0,3.567040217
13,2,4,2,3,2,7,0,3.238901257
15,3,2,2,2,1,11,0,3.189898095
18,2,0,0,0,1,14,0,3.836591668
16,1,1,0,1,1,12,0,3.5
11,6,1,1,2,1,7,0,3.095795255
23,2,0,2,13,2,12,0,3.588354347
13,5,1,1,0,1,4.5,0,3.238901257
15,2,1,0,1,1,12,0,3.056564762
15,2,0,0,0,2,3,0,3.323231429
18,6,2,1,6,2,3,0,3.683542362
25,3,1,0,0,2,3,0,3.54346519
22,4,0,0,0,3,3,0,2.924229914
33,5,2,0,1,5,8,0,3.942438726
26,3,0,0,0,3,3,0,3.536414237
15,4,0,0,6,2,4,0,2.973557262
9,6,1,7,8,1,5,0,2.641604168
22,2,0,0,3,2,4,0,3.204447961
22,6,0,0,4,3,3,0,3.754441846
18,3,0,0,0,2,3,0,3.155221529
12,4,1,0,2,1,8,2,3.418295834
13,2,0,0,1,1,9,0,3.39274741
13,2,0,0,0,1,10,0,3.39274741
26,7,1,3,1,5,2,0,3.734308354
15,1,0,0,0,1,11,0,2.706890596
22,2,0,1,31,1,18,0,3.299896391
10,5,0,0,4,2,3,0,2.646439345
17,3,0,0,10,2,3,0,3.292770194
13,2,1,2,2,1,9,0,3.026986833
26,3,3,2,1,1,10.5,0,3.5804622
21,4,0,4,0,2,3,0,3.403989446
23,3,0,0,1,2,3,0,3.360305978
14,2,0,0,1,2,3,0,3.039148672
15,2,0,0,0,2,3,0,3.189898095
14,6,1,0,2,2,3,0,3.182005815
19,4,2,0,21,2,3,0,3.471354487
40,7,2,0,0,5,7,0,3.568453958
15,3,0,0,5,2,4,0,2.973557262
13,2,0,0,22,1,9,0,3.238901257
17,3,0,0,2,2,3,0,3.4548224
20,1,1,0,8,1,16,0,3.10869497
25,3,0,0,0,3,3,0,3.643074189
22,3,1,1,0,2,3,0,3.879664005
25,4,0,0,13,3,10,3,3.75326969
14,6,1,1,2,2,3,0,3.093069208
23,7,1,3,1,4,2,0,3.882045108
14,1,0,0,0,1,11,0,2.985228136
28,2,1,0,0,2,7.5,0,3.851823226
9,1,0,0,18,1,5,0,3.169925001
12,1,1,1,3,1,8,0,3.251629167
23,3,0,0,0,2,3,0,3.708132065
26,2,0,0,1,2,13,1,3.719294526
30,2,1,0,0,2,23,0,3.831401845
25,2,1,0,1,2,4,1,4.13366069
11,1,0,0,1,1,7,0,3.459431619
20,3,0,0,0,2,3,0,3.546439345
12,3,0,0,78,2,3,0,2.688721876
16,2,1,1,3,1,12,0,3.327819531
18,5,0,0,0,2,3,0,3.46132014
32,3,1,3,15,2,20,3,3.878928032
6,2,0,0,0,2,23,0,3.446439345
17,4,0,0,0,1,13,0,3.337175341
15,1,1,0,17,1,11,0,3.506890596
10,5,1,1,6,1,6,4,3.321928095
10,2,2,0,4,1,17.5,0,3.594465637
17,4,1,0,1,1,13,0,3.292770194
15,5,1,2,1,2,3,0,3.323231429
30,3,0,0,1,2,3,0,3.594087996
29,3,2,0,0,1,7.666666667,0,3.814371943
16,1,0,0,0,1,12,0,3.577819531
17,3,1,2,0,2,3,0,3.263933429
19,3,1,0,1,2,3,0,3.471354487
18,2,1,0,0,2,5,0,3.572431251
18,1,0,0,0,1,14,0,3.419381946
14,2,0,0,0,2,8,0,3.521640636
28,4,0,0,0,3,8,0,3.440759833
16,1,0,0,0,1,12,0,2.89939747
16,3,0,0,0,3,3,0,2.983458593
17,2,0,0,0,2,3,0,3.175123135
24,1,2,0,1,1,6,1,3.740601563
27,1,1,0,21,1,23,0,3.884155095
25,3,1,1,0,2,3,0,3.86346519
33,5,1,0,1,5,8,0,3.942438726
15,7,1,7,8,3,3,0,3.139572262
15,2,1,0,0,2,6,0,3.373557262
19,2,0,0,0,2,4,0,3.787143961
16,4,2,3,5,2,9,0,3.25
14,3,0,0,11,3,3,3,2.69951385
27,1,1,0,24,1,23,0,3.884155095
30,5,0,0,0,4,6,0,3.498068512
28,3,0,0,8,2,13,5,4.307354922
18,2,0,1,3,1,14,0,3.572431251
18,7,2,2,41,2,10,0,3.308270835
20,2,0,0,2,2,13,0,3.28418372
13,6,1,10,11,2,3,0,2.565448372
25,1,0,0,0,1,21,0,3.52385619
20,2,0,0,3,2,10,2,3.68418372
26,1,2,0,3,1,7,2,3.844106545
21,2,1,0,0,2,3,0,3.653756708
16,3,2,0,17,3,3,0,3.280639062
12,1,0,0,0,1,8,0,3.022055209
26,6,0,2,21,4,6,0,3.796217603
23,2,0,0,0,1,19,0,3.58401237
30,3,0,0,29,2,16,10,4.081727679
21,3,0,0,0,2,3,0,3.689703732
30,3,0,0,0,2,8,0,3.723231429
25,2,2,0,0,2,5.666666667,0,3.65366069
14,6,1,1,2,2,3,0,3.182005815
39,7,1,5,24,5,6,3,3.999787719
18,2,1,0,1,1,6.5,0,3.46132014
24,3,0,0,0,2,3,0,3.605388542
15,1,0,0,0,1,11,0,3.506890596
16,1,0,0,0,1,12,0,3.5
16,2,2,2,0,1,12,0,3.452819531
18,4,1,0,0,2,3,0,3.46132014
23,5,0,4,3,4,3,0,3.360305978
21,3,2,0,4,2,7,0,3.916126947
15,6,1,1,2,2,3,0,2.606238929
28,1,1,0,0,1,24,0,3.994680368
9,3,0,0,0,1,6,0,2.947702779
32,5,1,0,15,4,8,0,4.077819531
10,3,0,0,0,1,5,0,3.121928095
30,4,1,0,24,3,8,2,4.215061012
29,5,0,0,30,4,3,0,3.771437029
16,3,0,0,0,2,7,0,3.155639062
29,2,1,0,0,2,3,0,3.909368064
14,1,0,3,32,1,10,0,3.521640636
35,7,1,0,0,6,2,0,3.799873731
10,2,0,0,0,1,7,0,3.121928095
15,2,0,0,0,2,3,0,3.006238929
15,1,0,0,0,1,11,0,3.373557262
33,6,1,0,0,2,3,0,4.043801695
13,6,1,1,2,2,3,0,2.81507241
25,4,0,1,4,2,3,0,3.563074189
32,5,0,0,0,4,5,0,3.640319531
17,4,0,1,0,1,13,0,3.572469459
17,6,0,0,1,2,3,0,3.337175341
19,2,2,0,20,2,3,0,3.431623566
20,4,0,0,35,3,6,0,3.546439345
22,5,0,0,0,2,3,0,3.572623664
24,3,0,0,0,1,20,0,3.636842188
26,4,0,0,0,3,3,0,3.719294526
30,4,0,0,0,4,3,0,3.973557262
16,2,1,0,0,1,6,0,3.280639062
20,3,0,0,0,1,16,0,3.721928095
12,2,0,1,0,1,9,0,3.022055209
18,4,1,1,0,3,3,0,3.419381946
24,7,1,6,11,4,3,0,3.403107168
33,5,1,0,1,5,8,0,3.942438726
11,5,2,3,43,1,8,0,3.277613437
15,2,0,0,4,2,4,0,2.973557262
30,2,0,0,1,2,21,0,3.777747163
20,2,0,0,0,1,16,0,3.40869497
13,2,0,0,3,1,9,0,3.39274741
10,4,1,0,0,2,7.5,0,3.46857663
23,5,6,1,24,2,6.5,0,3.914866304
26,6,1,0,0,5,2,0,3.734308354
15,6,1,7,11,2,3,0,3.456564762
16,2,0,0,1,2,4,0,3.452819531
15,2,1,0,0,1,11,0,3.106890596
21,3,3,0,0,3,3,0,3.617809684
20,11,1,0,18,2,3,0,3.38418372
30,2,0,0,2,2,17,2,4.015061012
27,1,1,0,0,1,11.5,0,4.004344446
21,3,1,0,5,2,3,0,3.880179923
13,1,0,0,43,1,9,0,3.546593564
18,3,0,0,0,2,3,0,3.197159723
10,1,1,0,2,1,7,2,3.321928095
16,5,1,0,0,2,3,0,3.327819531
9,1,0,0,5,1,6,0,2.641604168
20,4,0,0,0,3,3,0,3.646439345
25,2,0,0,0,2,3,0,3.62346519
28,2,0,0,0,2,3,0,3.940759833
34,3,0,0,0,2,19,0,3.663746019
16,2,0,0,0,1,12,0,3.75
15,6,1,1,2,2,3,0,3.323231429
26,2,0,0,0,1,22,0,3.979097891
14,7,1,1,2,2,4,0,3.039148672
18,9,1,0,6,2,3,0,3.794653474
19,3,0,0,1,2,8,1,3.536886724
10,4,5,2,0,1,6,0,3.321928095
15,6,0,1,0,2,3,0,3.056564762
13,2,0,0,0,1,9,0,3.238901257
16,4,0,0,18,2,4,0,3.25
9,1,1,3,21,1,6,0,2.641604168
21,3,2,0,0,2,3,0,3.653756708
20,2,0,0,2,1,16,0,3.546439345
11,3,0,0,1,1,8,0,3.277613437
17,1,0,1,19,1,13,0,3.381580488
11,2,0,1,27,1,7,0,3.277613437
19,2,0,0,0,2,4,0,3.576617645
14,5,0,0,17,1,10,4,3.182005815
20,1,1,0,0,1,7.5,0,3.58418372
28,6,0,1,2,5,3,0,3.651478923
9,6,2,0,23,2,2,0,2.725480557
23,2,0,0,1,2,14,0,3.501397825
17,1,1,1,19,1,6.5,0,3.690116518
30,3,0,0,5,2,15,2,4.415061012
17,4,1,0,0,2,4.5,0,3.572469459
13,2,0,0,2,1,9,0,3.39274741
13,2,0,0,1,1,9,0,3.39274741
23,4,0,0,2,3,3,0,3.555533151
19,4,0,0,29,3,5,0,3.471354487
18,4,0,0,0,3,5,0,3.530493057
20,2,0,0,0,2,9,0,3.78418372
13,2,0,0,3,1,9,0,3.39274741
25,2,0,0,0,2,3,0,3.65366069
28,2,0,0,1,2,20,1,4.039148672
25,3,0,0,7,3,3,0,3.51326969
16,4,0,0,0,2,3,0,2.952819531
13,1,0,0,11,1,9,0,3.39274741
27,6,0,0,0,5,2,0,3.278061466
12,2,0,0,0,1,9,0,3.584962501
15,3,0,0,5,2,4,0,2.973557262
25,3,0,2,1,2,3,0,3.67326969
23,2,3,2,1,2,3,0,3.708132065
16,1,0,0,20,1,12,0,3.280639062
24,3,0,1,2,2,3,0,3.486440502
18,1,1,0,0,1,14,0,3.503258335
26,5,1,0,0,5,2,0,3.840265565
10,1,0,0,0,1,7,0,2.721928095
26,5,1,0,0,1,22,0,3.763342488
14,6,1,0,8,2,3,0,3.039148672
19,4,1,6,14,2,8,0,3.366091329
25,2,0,0,0,2,9,0,3.429275071
16,2,0,0,0,2,3,0,3.280639062
19,2,0,0,0,2,3,0,3.471354487
13,2,0,0,2,1,9,0,3.39274741
8,2,1,0,0,1,10,0,3.106890596
21,3,1,0,0,1,17,0,3.689703732
10,3,1,1,3,1,6,0,3.121928095
15,1,0,0,0,1,11,0,3.506890596
15,2,0,0,3,1,11,0,3.323231429
12,1,2,0,37,1,8,0,3.418295834
10,2,0,0,0,1,6,0,3.321928095
16,4,1,0,0,1,13,0,3.452819531
14,3,0,0,29,3,3,3,2.610577243
14,2,1,0,0,1,4.5,0,3.378783493
26,5,0,0,31,4,3,0,3.700439718
32,2,0,0,67,2,16,10,4.179229297
28,3,0,0,6,2,13,3,4.280394654
14,6,1,1,2,2,3,0,3.039148672
19,2,0,1,3,2,3,0,3.471354487
15,2,0,0,0,1,12,0,3.373557262
13,2,0,0,1,1,9,0,3.39274741
23,10,0,1,1,2,8,1,3.708132065
17,1,0,0,0,1,13,0,3.410417253
20,4,0,0,1,4,3,0,3.38418372
10,1,0,0,0,1,6,0,2.721928095
24,2,1,0,19,2,3,0,3.65726823
18,5,0,0,0,2,3,0,3.044110418
15,5,2,0,0,1,5.5,0,2.999581231
13,2,0,0,2,1,9,0,3.39274741
15,3,3,1,0,2,4,0,3.640223929
23,1,0,0,19,1,19,0,3.762267391
13,1,1,1,9,1,4,0,3.180832987
35,8,1,2,25,6,3,0,4.036006945
17,2,0,0,0,1,13,0,3.499227547
13,4,1,1,2,2,3,0,3.026986833
28,2,1,0,0,2,3,0,3.940759833
29,2,0,0,0,2,8,0,4.030394788
31,6,0,0,0,2,3,0,3.667928472
17,3,0,0,0,2,3,0,3.175123135
15,2,1,0,0,2,3,0,3.323231429
14,5,0,0,1,2,4,0,3.039148672
9,1,0,0,20,1,5,0,2.947702779
20,1,0,1,7,1,16,0,3.421928095
16,4,0,0,4,1,12,0,3.375
33,3,5,2,53,2,3,10,4.150158513
23,2,0,0,5,2,12,0,3.588354347
21,2,2,0,2,1,8,0,3.535174566
16,3,0,0,28,2,8,6,3.452819531
9,4,1,3,10,1,5,0,2.641604168
14,2,0,0,2,2,4,0,3.093069208
