domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
25,1,0,0,0,1,5,0,2.973
24,3,0,0,2,2,6,0,3.468
64,5,0,2,10,4,4,0,4.088
23,1,0,0,0,1,5,0,2.962
31,2,0,0,0,1,7,0,2.941
54,4,0,1,3,3,5,0,3.838
46,1,0,0,0,1,5,0,2.943
55,5,0,2,10,4,4,0,4.088
47,2,0,0,0,1,7,0,2.924
23,3,0,0,2,2,6,0,3.465
54,4,0,2,8,4,4,0,3.987
57,4,0,1,3,3,5,0,3.832
18,1,0,0,0,1,5,0,2.966
22,2,0,0,0,1,7,0,2.959
36,3,0,0,2,2,6,0,3.465
35,3,0,0,2,2,6,0,3.441
36,3,0,0,2,2,6,0,3.533
25,2,1,0,1,1,7,0,3.034
20,2,1,0,1,1,7,0,3
29,3,0,0,2,2,6,0,3.477
30,1,0,0,0,1,5,0,2.96
39,1,0,0,0,1,5,0,2.948
56,4,0,2,8,4,4,0,3.985
29,1,0,0,0,1,5,0,2.959
30,3,0,0,2,2,6,0,3.472
60,4,0,2,8,4,4,0,3.981
25,1,0,0,0,1,5,0,2.96
29,1,0,0,0,1,5,0,2.955
44,4,0,2,8,4,4,0,4.025
31,3,0,0,2,2,6,0,3.532
48,2,0,0,0,1,7,0,3.055
22,1,0,0,0,1,5,0,2.969
17,1,0,0,0,1,5,0,2.98
60,4,0,1,3,3,5,0,3.83
28,3,0,0,2,2,6,0,3.46
39,1,0,0,0,1,5,0,2.947
49,4,0,2,8,4,4,0,4.018
39,2,0,0,0,1,7,0,3.053
35,4,0,1,3,3,5,0,3.877
42,4,0,1,3,3,5,0,3.858
32,3,0,0,2,2,6,0,3.544
40,4,0,1,3,3,5,0,3.867
20,1,0,0,0,1,5,0,2.974
49,4,0,2,8,4,4,0,4.03
44,2,1,0,1,1,7,0,2.998
54,1,0,0,0,1,5,0,2.935
17,1,0,0,0,1,5,0,2.91
22,1,0,0,0,1,5,0,2.978
64,3,0,0,2,2,6,0,3.477
38,1,0,0,0,1,5,0,2.947
21,1,0,0,0,1,5,0,2.976
32,1,0,0,0,1,5,0,2.962
28,3,0,0,2,2,6,0,3.456
47,4,0,1,3,3,5,0,3.864
44,3,0,0,2,2,6,0,3.457
26,2,1,0,1,1,7,0,3.039
37,4,0,1,3,3,5,0,3.82
47,1,0,0,0,1,5,0,2.94
25,3,0,0,2,2,6,0,3.567
26,3,0,0,2,2,6,0,3.45
24,2,1,0,1,1,7,0,3.039
24,1,0,0,0,1,5,0,2.974
28,1,0,0,0,1,5,0,2.966
41,3,0,0,2,2,6,0,3.499
34,3,0,0,2,2,6,0,3.527
31,1,0,0,0,1,5,0,2.958
28,2,1,0,1,1,7,0,3.02
37,3,0,0,2,2,6,0,3.532
64,4,0,2,8,4,4,0,3.977
46,4,0,2,8,4,4,0,4.021
25,1,0,0,0,1,5,0,2.947
47,4,0,2,8,4,4,0,4.029
31,2,0,0,0,1,7,0,2.945
28,3,0,0,2,2,6,0,3.475
27,1,0,0,0,1,5,0,2.953
41,5,0,2,10,4,4,0,4.118
30,4,0,1,3,3,5,0,3.89
46,4,0,1,3,3,5,0,3.852
48,3,0,0,2,2,6,0,3.493
36,3,0,0,2,2,6,0,3.516
48,4,0,1,3,3,5,0,3.865
77,4,0,2,8,4,4,0,3.964
37,2,0,0,0,1,7,0,3.066
36,3,0,0,2,2,6,0,3.55
47,4,0,2,8,4,4,0,4.01
57,4,0,2,8,4,4,0,4.03
20,3,0,0,2,2,6,0,3.452
23,2,1,0,1,1,7,0,3.042
49,4,0,2,8,4,4,0,4.005
57,4,0,2,8,4,4,0,3.984
17,2,0,0,0,1,7,0,2.98
35,1,0,0,0,1,5,0,2.949
36,3,0,0,2,2,6,0,3.456
34,4,0,1,3,3,5,0,3.879
51,4,0,2,8,4,4,0,3.992
55,5,0,2,10,4,4,0,4.097
15,2,0,0,0,1,7,0,2.982
23,2,0,0,0,1,7,0,2.954
39,1,0,0,0,1,5,0,2.95
18,3,0,0,2,2,6,0,3.45
30,2,0,0,0,1,7,0,3.069
22,2,0,0,0,1,7,0,3.051
34,3,0,0,2,2,6,0,3.524
41,4,0,1,3,3,5,0,3.854
25,3,0,0,2,2,6,0,3.467
43,1,0,0,0,1,5,0,2.946
43,2,0,0,0,1,7,0,2.928
40,1,0,0,0,1,5,0,2.944
42,5,0,1,4,3,5,0,3.973
38,4,0,1,3,3,5,0,3.875
48,1,0,0,0,1,5,0,2.938
32,4,0,1,3,3,5,0,3.875
22,2,1,0,1,1,7,0,3.028
23,2,1,0,1,1,7,0,3.036
27,3,1,0,3,2,7,0,3.678
61,4,0,1,3,3,5,0,3.828
76,4,0,2,8,4,4,0,3.965
61,3,0,0,2,2,6,0,3.48
23,3,0,0,2,2,6,0,3.47
18,1,0,0,0,1,5,0,2.982
31,1,0,0,0,1,5,0,2.953
22,2,1,0,1,1,7,0,3.039
40,4,0,2,8,4,4,0,4.039
31,2,0,0,0,1,7,0,3.072
21,2,0,0,0,1,7,0,2.96
33,2,0,0,0,1,7,0,3.066
19,1,0,0,0,1,5,0,2.961
35,3,0,0,2,2,6,0,3.534
17,2,0,0,0,1,7,0,2.976
31,1,0,0,0,1,5,0,2.963
36,4,0,1,3,3,5,0,3.875
61,2,0,0,0,1,7,0,3.041
60,5,0,2,10,4,4,0,4.092
53,5,0,2,10,4,4,0,4.099
32,2,0,0,0,1,7,0,2.944
35,3,0,0,2,2,6,0,3.466
53,4,0,2,8,4,4,0,4.026
43,3,0,0,2,2,6,0,3.543
51,5,0,1,4,3,5,0,3.964
55,4,0,2,8,4,4,0,4.024
51,5,0,2,10,4,4,0,4.105
41,2,1,0,1,1,7,0,2.999
29,3,0,0,2,2,6,0,3.459
44,2,0,0,0,1,7,0,3.059
15,1,0,0,0,1,5,0,2.97
51,4,0,2,8,4,4,0,4.036
24,1,0,0,0,1,5,0,2.973
40,4,0,1,3,3,5,0,3.873
33,1,0,0,0,1,5,0,2.951
41,1,0,0,0,1,5,0,2.948
32,1,0,0,0,1,5,0,2.955
59,5,0,2,10,4,4,0,4.097
19,2,1,0,1,1,7,0,3.046
63,5,0,2,10,4,4,0,4.067
39,3,0,0,2,2,6,0,3.508
15,1,0,0,0,1,5,0,2.973
30,2,0,0,0,1,7,0,3.084
22,2,1,0,1,1,7,0,3.038
40,4,0,2,8,4,4,0,4.049
61,5,0,2,10,4,4,0,4.095
66,5,0,2,10,4,4,0,4.063
59,5,0,2,10,4,4,0,4.076
74,5,0,2,10,4,4,0,4.056
36,2,0,0,0,1,7,0,2.936
40,1,0,0,0,1,5,0,2.946
24,1,0,0,0,1,5,0,2.948
25,3,0,0,2,2,6,0,3.564
15,2,0,0,0,1,7,0,2.978
24,3,0,0,2,2,6,0,3.473
38,3,0,0,2,2,6,0,3.531
39,2,0,0,0,1,7,0,2.932
62,5,0,2,10,4,4,0,4.094
38,4,0,2,8,4,4,0,4.04
44,1,0,0,0,1,5,0,2.943
52,2,0,0,0,1,7,0,3.05
31,2,1,0,1,1,7,0,3.032
60,4,0,1,3,3,5,0,3.829
36,5,0,1,4,3,5,0,3.983
57,1,0,0,0,1,5,0,2.929
24,4,0,0,1,2,7,0,3.438
32,3,0,0,2,2,6,0,3.527
26,3,0,0,2,2,6,0,3.457
25,1,0,0,0,1,5,0,2.955
32,4,0,1,3,3,5,0,3.864
41,2,0,0,0,1,7,0,3.051
26,1,0,0,0,1,5,0,2.965
37,3,0,0,2,2,6,0,3.455
50,4,0,2,8,4,4,0,4.029
42,4,0,1,3,3,5,0,3.871
25,4,0,0,1,2,7,0,3.437
37,2,1,0,1,1,7,0,3.005
27,2,0,0,0,1,7,0,3.046
36,2,1,0,1,1,7,0,3.007
32,3,0,0,2,2,6,0,3.537
23,2,0,0,0,1,7,0,2.966
14,1,0,0,0,1,5,0,2.955
42,2,1,0,1,1,7,0,2.998
45,2,0,0,0,1,7,0,3.057
26,3,0,0,2,2,6,0,3.38
41,3,0,0,2,2,6,0,3.545
28,3,0,0,2,2,6,0,3.464
36,4,0,1,3,3,5,0,3.873
36,3,0,0,2,2,6,0,3.543
46,3,0,0,2,2,6,0,3.455
58,5,0,2,10,4,4,0,4.098
20,2,0,0,0,1,7,0,2.964
46,4,0,2,8,4,4,0,3.97
29,1,0,0,0,1,5,0,2.946
20,2,0,0,0,1,7,0,2.965
34,3,0,0,2,2,6,0,3.545
18,2,0,0,0,1,7,0,2.971
44,2,0,0,0,1,7,0,2.927
21,2,1,0,1,1,7,0,3.04
38,5,0,1,4,3,5,0,3.977
33,3,0,0,2,2,6,0,3.536
53,5,0,2,10,4,4,0,4.097
28,1,0,0,0,1,5,0,2.952
53,3,0,0,2,2,6,0,3.488
24,1,0,0,0,1,5,0,2.956
44,2,0,0,0,1,7,0,2.928
49,2,1,0,1,1,7,0,2.993
37,4,0,1,3,3,5,0,3.872
38,1,0,0,0,1,5,0,2.948
38,4,0,1,3,3,5,0,3.867
33,4,0,0,1,2,7,0,3.429
47,1,0,0,0,1,5,0,2.939
31,3,0,0,2,2,6,0,3.555
28,1,0,0,0,1,5,0,2.944
34,4,0,0,1,2,7,0,3.428
14,2,0,0,0,1,7,0,2.976
38,1,0,0,0,1,5,0,2.951
26,3,0,0,2,2,6,0,3.478
51,4,0,2,8,4,4,0,3.99
55,2,0,0,0,1,7,0,3.047
22,2,1,0,1,1,7,0,2.98
34,3,0,0,2,2,6,0,3.552
19,2,0,0,0,1,7,0,2.974
22,1,0,0,0,1,5,0,2.958
47,4,0,2,8,4,4,0,4.013
35,2,1,0,1,1,7,0,3.007
31,3,0,0,2,2,6,0,3.453
20,3,0,0,2,2,6,0,3.44
30,4,0,0,1,2,7,0,3.432
39,1,0,0,0,1,5,0,2.945
43,4,0,1,3,3,5,0,3.87
53,4,0,2,8,4,4,0,3.988
34,2,1,0,1,1,7,0,3.009
50,2,0,0,0,1,7,0,2.921
81,5,0,2,10,4,4,0,4.048
26,1,0,0,0,1,5,0,2.964
21,3,0,0,2,2,6,0,3.463
46,1,0,0,0,1,5,0,2.938
32,1,0,0,0,1,5,0,2.958
20,3,0,0,2,2,6,0,3.49
49,2,1,0,1,1,7,0,2.991
54,3,0,0,2,2,6,0,3.487
41,3,0,0,2,2,6,0,3.5
56,4,0,2,8,4,4,0,4.031
48,4,0,2,8,4,4,0,4.009
21,1,0,0,0,1,5,0,2.964
48,2,0,0,0,1,7,0,2.923
34,3,0,0,2,2,6,0,3.449
73,5,0,2,10,4,4,0,4.057
38,3,0,0,2,2,6,0,3.503
15,1,0,0,0,1,5,0,2.95
35,2,0,0,0,1,7,0,3.073
41,2,0,0,0,1,7,0,2.931
51,5,0,2,10,4,4,0,4.101
22,1,0,0,0,1,5,0,2.98
20,2,0,0,0,1,7,0,2.977
33,1,0,0,0,1,5,0,2.956
31,3,0,0,2,2,6,0,3.545
57,3,0,0,2,2,6,0,3.484
25,3,0,0,2,2,6,0,3.471
32,1,0,0,0,1,5,0,2.943
33,1,0,0,0,1,5,0,2.958
32,2,0,0,0,1,7,0,3.067
15,2,0,0,0,1,7,0,2.975
33,4,0,1,3,3,5,0,3.883
16,1,0,0,0,1,5,0,2.956
42,4,0,2,8,4,4,0,4.045
25,1,0,0,0,1,5,0,2.966
32,2,1,0,1,1,7,0,3.014
24,2,0,0,0,1,7,0,2.973
32,1,0,0,0,1,5,0,2.957
21,1,0,0,0,1,5,0,2.981
34,4,0,1,3,3,5,0,3.88
45,2,1,0,1,1,7,0,2.995
34,2,1,0,1,1,7,0,3.031
29,3,0,0,2,2,6,0,3.5
29,2,0,0,0,1,7,0,2.968
19,2,1,0,1,1,7,0,3.01
37,2,0,0,0,1,7,0,3.062
27,2,0,0,0,1,7,0,3.08
21,3,0,0,2,2,6,0,3.43
38,3,0,0,2,2,6,0,3.463
26,3,0,0,2,2,6,0,3.477
31,1,0,0,0,1,5,0,2.96
26,2,1,0,1,1,7,0,3.024
22,2,0,0,0,1,7,0,2.967
21,2,1,0,1,1,7,0,3.041
19,2,0,0,0,1,7,0,2.965
53,4,0,2,8,4,4,0,4.034
21,1,0,0,0,1,5,0,2.984
44,3,0,0,2,2,6,0,3.535
36,1,0,0,0,1,5,0,2.95
29,3,0,0,2,2,6,0,3.557
60,5,0,2,10,4,4,0,4.094
30,2,1,0,1,1,7,0,3.016
35,2,0,0,0,1,7,0,3.075
14,1,0,0,0,1,5,0,2.974
33,3,0,0,2,2,6,0,3.459
34,3,0,0,2,2,6,0,3.523
43,3,0,0,2,2,6,0,3.536
25,2,0,0,0,1,7,0,2.968
28,2,0,0,0,1,7,0,2.961
59,5,0,2,10,4,4,0,4.073
29,2,1,0,1,1,7,0,3.032
22,1,0,0,0,1,5,0,2.962
31,4,0,1,3,3,5,0,3.891
12,1,0,0,0,1,5,0,2.96
34,1,0,0,0,1,5,0,2.952
19,1,0,0,0,1,5,0,2.98
14,2,0,0,0,1,7,0,2.983
56,5,0,2,10,4,4,0,4.087
43,4,0,2,8,4,4,0,4
27,2,0,0,0,1,7,0,2.962
35,4,0,1,3,3,5,0,3.84
56,3,0,0,2,2,6,0,3.444
56,2,1,0,1,1,7,0,2.984
55,2,1,0,1,1,7,0,2.985
55,5,0,2,10,4,4,0,4.093
28,1,0,0,0,1,5,0,2.96
50,5,0,2,10,4,4,0,4.105
51,4,0,1,3,3,5,0,3.838
36,3,0,0,2,2,6,0,3.54
38,3,0,0,2,2,6,0,3.509
85,5,0,2,10,4,4,0,4.044
44,4,0,1,3,3,5,0,3.848
17,1,0,0,0,1,5,0,2.981
54,5,0,2,10,4,4,0,4.094
63,2,0,0,0,1,7,0,3.039
35,2,1,0,1,1,7,0,3.028
22,2,0,0,0,1,7,0,2.975
24,2,0,0,0,1,7,0,2.951
32,3,0,0,2,2,6,0,3.456
36,1,0,0,0,1,5,0,2.949
17,1,0,0,0,1,5,0,2.971
61,4,0,2,8,4,4,0,3.98
28,1,0,0,0,1,5,0,2.956
34,2,0,0,0,1,7,0,2.938
55,5,0,2,10,4,4,0,4.101
39,4,0,1,3,3,5,0,3.867
31,1,0,0,0,1,5,0,2.957
33,4,0,1,3,3,5,0,3.884
43,4,0,1,3,3,5,0,3.853
58,5,0,2,10,4,4,0,4.096
65,4,0,2,8,4,4,0,3.976
50,3,0,0,2,2,6,0,3.491
25,2,0,0,0,1,7,0,3.074
43,3,0,0,2,2,6,0,3.457
59,4,0,1,3,3,5,0,3.833
26,3,0,0,2,2,6,0,3.479
31,2,0,0,0,1,7,0,3.087
37,1,0,0,0,1,5,0,2.947
28,2,0,0,0,1,7,0,2.969
30,1,0,0,0,1,5,0,2.959
57,3,0,0,2,2,6,0,3.443
38,1,0,0,0,1,5,0,2.949
65,3,0,0,2,2,6,0,3.476
46,1,0,0,0,1,5,0,2.941
42,4,0,1,3,3,5,0,3.853
19,2,0,0,0,1,7,0,2.978
54,5,0,2,10,4,4,0,4.098
24,1,0,0,0,1,5,0,2.961
68,4,0,2,8,4,4,0,3.973
34,3,0,0,2,2,6,0,3.531
25,2,1,0,1,1,7,0,3.025
32,2,0,0,0,1,7,0,3.06
32,1,0,0,0,1,5,0,2.948
25,1,0,0,0,1,5,0,2.968
38,2,0,0,0,1,7,0,3.065
52,2,1,0,1,1,7,0,2.99
55,5,0,2,10,4,4,0,4.09
42,3,0,0,2,2,6,0,3.459
26,2,0,0,0,1,7,0,3.047
28,3,0,0,2,2,6,0,3.448
49,3,0,0,2,2,6,0,3.492
48,4,0,1,3,3,5,0,3.844
44,5,0,2,10,4,4,0,4.11
16,2,0,0,0,1,7,0,2.981
33,3,0,0,2,2,6,0,3.45
40,2,0,0,0,1,7,0,2.932
64,5,0,2,10,4,4,0,4.066
33,3,0,0,2,2,6,0,3.528
18,2,0,0,0,1,7,0,2.979
16,1,0,0,0,1,5,0,2.972
54,5,0,2,10,4,4,0,4.102
18,2,0,0,0,1,7,0,2.975
58,5,0,2,10,4,4,0,4.094
34,2,1,0,1,1,7,0,3.008
49,3,0,0,2,2,6,0,3.451
80,4,0,2,8,4,4,0,3.961
18,2,0,0,0,1,7,0,2.968
41,4,0,1,3,3,5,0,3.857
43,2,1,0,1,1,7,0,2.997
31,2,0,0,0,1,7,0,3.079
22,1,0,0,0,1,5,0,2.977
28,1,0,0,0,1,5,0,2.957
30,2,0,0,0,1,7,0,2.946
58,3,0,0,2,2,6,0,3.442
17,1,0,0,0,1,5,0,2.93
33,2,0,0,0,1,7,0,3.085
18,1,0,0,0,1,5,0,2.967
27,2,0,0,0,1,7,0,3.072
22,4,0,0,1,2,6,0,3.456
42,2,0,0,0,1,7,0,2.93
46,4,0,1,3,3,5,0,3.846
63,5,0,2,10,4,4,0,4.093
41,5,0,1,4,3,5,0,3.974
41,3,0,0,2,2,6,0,3.538
19,1,0,0,0,1,5,0,2.956
45,3,0,0,2,2,6,0,3.455
23,3,0,0,2,2,6,0,3.41
32,4,0,0,1,2,7,0,3.43
31,2,0,0,0,1,7,0,3.071
24,2,0,0,0,1,7,0,3.04
56,5,0,2,10,4,4,0,4.1
34,1,0,0,0,1,5,0,2.954
37,3,0,0,2,2,6,0,3.447
40,3,0,0,2,2,6,0,3.539
22,2,0,0,0,1,7,0,2.971
33,1,0,0,0,1,5,0,2.955
36,2,0,0,0,1,7,0,3.037
51,2,0,0,0,1,7,0,2.92
32,1,0,0,0,1,5,0,2.952
58,4,0,1,3,3,5,0,3.834
25,3,0,0,2,2,6,0,3.475
40,4,0,2,8,4,4,0,4.05
35,4,0,1,3,3,5,0,3.891
42,5,0,2,10,4,4,0,4.114
25,2,0,0,0,1,7,0,3.077
47,3,0,0,2,2,6,0,3.453
41,2,0,0,0,1,7,0,3.062
44,3,0,0,2,2,6,0,3.532
34,2,0,0,0,1,7,0,3.058
54,3,0,0,2,2,6,0,3.446
23,1,0,0,0,1,5,0,2.961
38,2,0,0,0,1,7,0,2.933
59,5,0,2,10,4,4,0,4.071
40,1,0,0,0,1,5,0,2.945
24,2,0,0,0,1,7,0,3.049
48,2,0,0,0,1,7,0,3.054
17,2,1,0,1,1,7,0,3.03
19,2,0,0,0,1,7,0,2.97
28,1,0,0,0,1,5,0,2.947
39,3,0,0,2,2,6,0,3.453
25,1,0,0,0,1,5,0,2.972
27,1,0,0,0,1,5,0,2.965
59,3,0,0,2,2,6,0,3.482
28,2,0,0,0,1,7,0,2.946
13,2,0,0,0,1,7,0,2.98
42,4,0,2,8,4,4,0,4.037
42,2,0,0,0,1,7,0,3.06
46,4,0,2,8,4,4,0,4.015
46,5,0,1,4,3,5,0,3.969
39,2,0,0,0,1,7,0,3.064
42,1,0,0,0,1,5,0,2.942
48,4,0,2,8,4,4,0,4.007
36,3,0,0,2,2,6,0,3.44
23,1,0,0,0,1,5,0,2.976
38,4,0,1,3,3,5,0,3.871
35,2,1,0,1,1,7,0,3.008
35,2,0,0,0,1,7,0,3.071
26,1,0,0,0,1,5,0,2.962
36,3,0,0,2,2,6,0,3.448
82,5,0,2,10,4,4,0,4.047
41,4,0,2,8,4,4,0,4.03
29,2,1,0,1,1,7,0,3.019
33,2,1,0,1,1,7,0,3.017
21,2,0,0,0,1,7,0,2.958
34,2,1,0,1,1,7,0,3.029
49,4,0,2,8,4,4,0,4.003
21,1,0,0,0,1,5,0,2.959
59,5,0,2,10,4,4,0,4.093
21,2,0,0,0,1,7,0,3.053
23,2,0,0,0,1,7,0,2.97
42,4,0,1,3,3,5,0,3.854
43,1,0,0,0,1,5,0,2.941
21,2,0,0,0,1,7,0,2.972
37,4,0,1,3,3,5,0,3.859
25,2,1,0,1,1,7,0,3.028
33,3,0,0,2,2,6,0,3.522
43,1,0,0,0,1,5,0,2.943
67,5,0,2,10,4,4,0,4.063
32,2,0,0,0,1,7,0,3.082
45,1,0,0,0,1,5,0,2.942
31,2,1,0,1,1,7,0,3.03
45,4,0,2,8,4,4,0,4.042
25,2,1,0,1,1,7,0,3.036
31,2,0,0,0,1,7,0,3.061
72,4,0,2,8,4,4,0,3.969
18,1,0,0,0,1,5,0,2.957
45,3,0,0,2,2,6,0,3.531
