domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
27,1,1,0,25,1,23,0,3.884155095
40,5,1,1,19,4,8,0,4.006198333
20,1,1,0,0,1,8,0,3.621928095
18,2,2,0,0,1,7,0,3.725480557
17,6,1,7,8,2,3,0,2.984234165
19,2,0,0,0,2,8,0,3.471354487
16,2,0,0,0,1,13,0,3.202819531
14,4,0,0,0,1,10,0,3.664497779
13,2,0,0,0,1,9,0,3.39274741
15,1,0,0,0,1,12,0,3.139572262
36,3,5,0,33,2,8.5,0,3.995906598
14,3,0,0,0,2,3,0,3.182005815
25,3,1,0,1,3,3,0,3.723074189
15,2,1,0,16,2,3,0,3.189898095
17,2,0,0,0,1,13,0,3.734521665
22,4,0,0,1,2,3,0,3.516027641
60,5,4,0,24,5,3,0,4.027806123
24,2,0,0,0,2,3,0,3.688721876
28,6,0,1,5,3,9,0,3.994680368
18,3,0,0,3,2,3,0,3.308270835
31,3,0,0,0,2,21,0,3.514545004
21,3,0,1,0,2,15,0,4.011365042
23,2,0,0,2,2,14,0,3.882045108
27,3,1,0,8,2,3,0,3.513784724
22,6,0,1,0,2,3,0,3.351953074
28,3,1,3,16,3,3,0,3.726474118
9,1,1,0,3,1,6,3,3.169925001
36,6,1,3,26,6,6,3,4.162573265
40,6,1,0,0,5,6,0,3.778212946
19,2,0,0,0,1,15,0,3.642149882
13,2,0,0,0,1,9,0,3.238901257
21,2,1,1,48,2,5,2,3.427333494
19,3,8,0,19,2,3,0,3.471354487
66,8,0,0,16,8,5,0,3.968489106
21,4,1,0,0,3,9,0,3.368042423
27,1,1,0,25,1,23,0,3.884155095
13,2,0,0,3,1,9,0,3.39274741
17,7,2,1,2,2,3,0,3.572469459
30,4,1,0,24,3,8,2,4.215061012
29,2,2,0,5,2,4.666666667,5,4.116264616
11,1,0,0,18,1,7,0,3.277613437
15,3,0,0,0,2,3,0,3.456564762
14,2,1,0,0,1,10,0,3.128085279
14,6,1,1,2,2,3,0,3.039148672
15,2,1,0,0,1,5,0,3.773557262
12,1,0,0,1,1,8,0,3.418295834
18,2,1,0,0,2,5,0,3.572431251
13,2,0,0,1,1,9,0,3.39274741
26,3,1,0,0,2,19,0,3.844106545
20,2,1,2,54,1,17,0,3.021928095
37,6,0,0,1,6,3,0,3.992708771
17,4,6,2,2,2,5,2,3.381580488
13,5,0,0,0,2,3,0,3.026986833
20,1,1,0,0,1,16,0,3.78418372
35,2,2,0,0,2,6.666666667,0,4.011585432
33,9,0,3,1,6,2,0,3.475471771
15,2,0,0,0,1,12,0,3.373557262
13,2,0,0,1,1,9,0,3.39274741
13,2,0,0,1,1,9,0,3.39274741
16,3,0,3,2,2,6,1,3.625
35,4,0,0,0,3,6,0,3.753884003
33,4,2,0,0,1,14,0,3.93060965
11,3,0,1,24,2,2,0,3.095795255
22,1,1,0,0,1,8.5,0,3.6412498
55,4,1,1,4,4,7,0,4.178833068
6,1,0,0,0,1,3,0,1.918295834
24,1,0,0,0,1,21,0,3.688721876
21,2,0,0,8,2,13,7,3.880179923
13,2,0,0,2,1,9,0,3.39274741
16,2,1,0,0,1,12,0,3.452819531
13,3,0,0,12,1,10,0,3.39274741
21,3,1,0,3,2,14,0,3.594465637
17,1,1,0,1,1,13,0,3.337175341
20,1,2,0,0,1,16,0,3.821928095
19,2,1,0,0,2,7,0,3.616348566
24,6,0,0,0,1,20,0,3.720175521
14,2,0,0,0,2,3,0,3.039148672
32,3,0,0,5,2,17,2,4.351409766
28,3,0,0,0,1,24,0,3.624518655
12,2,2,2,5,1,8,0,3.084962501
6,3,0,1,10,1,3,0,2.584962501
12,2,0,1,0,1,8,0,3.084962501
25,5,0,0,39,4,3,0,3.68385619
23,2,0,0,0,2,3,0,3.827909782
21,1,1,0,0,1,17,0,3.744239305
15,2,0,0,0,2,8,0,3.139572262
19,1,0,0,37,1,16,0,3.471354487
27,8,0,3,1,5,2,0,3.394552096
21,4,0,0,32,3,6,0,3.784941827
33,4,1,0,12,2,7.5,0,3.937444877
16,3,0,0,0,3,3,0,3.280639062
20,4,2,0,26,3,7,1,3.546439345
13,4,1,1,2,2,3,0,3.026986833
15,2,1,0,0,1,12,0,3.106890596
75,8,5,0,28,7,6,0,4.673549318
30,3,0,0,3,2,12,0,3.898068512
26,2,0,0,0,2,3,0,3.844106545
17,2,1,0,5,1,6.5,0,3.852168724
21,3,0,0,0,2,14,0,3.689703732
14,2,0,0,0,2,3,0,3.324862958
40,2,2,0,0,2,7.333333333,0,3.936280046
29,2,0,0,0,2,16,0,3.576558255
12,2,0,0,10,1,8,0,3.084962501
19,4,0,0,36,3,5,0,3.471354487
35,6,0,0,27,4,10,2,3.957295874
12,1,0,0,0,1,8,0,3.418295834
21,3,4,2,38,2,3,0,3.427333494
18,3,0,0,1,2,3,0,3.572431251
22,5,0,0,1,3,3,0,3.663532755
27,8,0,3,1,5,2,0,3.574357762
23,4,0,0,0,4,2,0,3.294663586
13,1,0,0,19,1,9,0,3.085055103
18,2,0,0,0,2,7,0,3.350209029
26,2,0,0,15,2,3,0,3.638530469
11,6,1,0,4,2,3,0,2.845350937
10,3,1,0,1,2,16,0,3.67326969
19,2,1,0,0,1,15,0,4.037401198
21,2,1,0,0,2,3,0,3.463280518
14,5,0,2,41,2,3,0,3.182005815
13,6,0,0,0,2,3,0,3.026986833
8,2,0,0,0,1,18,0,3.58418372
43,4,1,0,0,4,3,0,3.529779289
16,2,0,0,19,2,4,0,3.375
61,4,2,0,11,4,14,11,4.436976428
24,3,1,0,21,2,3,0,3.65726823
25,4,0,0,0,4,5,0,3.619470571
26,2,1,0,3,2,3.5,0,3.979097891
21,2,1,0,0,1,8,0,3.916126947
18,2,1,0,20,1,14,0,3.086048612
17,3,1,0,17,1,6.5,0,3.616874606
32,2,1,0,3,2,7.5,3,4.027518266
22,2,0,0,0,2,3,0,3.697845823
26,3,1,0,6,2,13,0,3.719294526
10,3,1,0,0,2,15,0,3.5
20,2,0,0,36,1,16,0,3.38418372
30,7,0,2,24,5,3,0,4.00291008
24,4,0,1,36,2,3,0,3.855388542
17,2,0,0,0,2,3,0,3.572469459
19,1,0,0,0,1,15,0,3.576617645
8,4,0,0,2,1,4,1,2.405639062
14,2,0,0,21,1,10,2,3.664497779
27,1,1,0,17,1,23,0,3.884155095
32,2,0,0,60,2,16,10,4.093139062
12,2,0,1,27,1,8,0,3.188721876
12,1,0,0,14,1,8,0,3.084962501
27,4,0,0,0,3,3,0,3.782122224
72,11,0,0,20,9,6,0,4.310016626
15,1,1,1,17,1,5,0,3.240223929
13,1,0,0,0,1,9,0,3.700439718
13,2,2,1,21,1,9,0,3.39274741
14,1,0,1,0,1,10,0,3.093069208
20,2,0,0,0,2,3,0,3.68418372
16,3,0,0,17,2,4,0,3.25
45,4,0,0,2,4,10,0,3.866047331
12,2,1,0,25,1,8,0,3.022055209
25,3,0,0,4,3,3,0,3.83326969
17,2,1,0,0,1,6,0,3.734521665
16,3,1,0,0,1,12,0,3.327819531
17,6,1,0,4,2,3,0,3.572469459
18,2,0,0,0,2,3,0,3.419381946
32,8,0,1,0,4,2,0,3.702819531
13,10,0,1,0,1,9,0,3.238901257
38,2,1,0,16,2,16,0,3.990705474
9,2,1,0,0,1,6,0,2.947702779
14,4,0,0,1,2,3,0,3.324862958
12,3,0,2,8,1,8,0,3.188721876
21,6,0,1,5,3,5,0,3.880179923
30,2,2,0,1,2,5,1,3.964735179
68,7,0,0,24,7,13,0,3.827791109
25,2,0,0,0,2,12,0,3.94346519
19,3,5,0,21,2,10,0,3.681880803
37,4,0,0,0,4,3,0,3.776492555
28,3,3,0,6,2,5.5,0,3.940759833
46,5,3,0,10,5,7,4,4.092073447
22,6,2,0,0,3,3,0,3.663532755
15,4,0,1,13,2,3,0,3.189898095
13,2,0,1,1,1,9,0,3.026986833
18,3,12,0,9,2,7,3,3.419381946
12,5,2,1,2,1,3.5,0,3.418295834
19,4,0,0,0,2,4,0,3.431623566
22,2,0,0,0,2,16,0,3.538310596
14,6,2,1,0,2,5,0,3.521640636
17,3,2,1,37,1,6.5,0,3.101881223
20,3,0,2,0,2,13,0,3.721928095
40,5,1,0,19,5,6,0,3.972573884
20,2,0,0,1,2,3,0,3.346439345
17,3,0,0,2,2,3,0,3.4548224
39,6,1,2,1,5,6,0,3.798885079
22,4,0,1,0,3,8,0,3.442862165
17,4,1,0,0,1,14,0,3.410417253
23,3,1,0,1,2,3,0,3.501397825
16,3,0,0,3,1,12,0,3.452819531
19,3,1,0,1,2,3,0,3.471354487
19,2,1,0,5,1,6.5,5,3.93213804
26,2,2,0,10,2,5.333333333,9,4.238901257
21,3,0,0,0,2,8,0,3.630412661
29,4,0,0,0,3,5,0,3.745406426
13,2,0,0,1,1,9,0,3.39274741
13,1,1,2,2,1,9,0,3.026986833
34,3,1,0,0,2,3,0,3.822181959
17,1,0,1,0,1,13,0,3.146286371
14,1,1,1,0,1,4.5,0,3.664497779
46,2,4,2,9,2,6.2,0,3.985973783
10,3,2,0,0,2,14,0,4.047299098
16,3,2,0,0,2,3,0,3.030639062
20,3,0,6,0,1,16,0,3.40869497
31,3,2,0,5,2,5,5,4.091135423
10,2,0,0,20,1,6,0,2.921928095
21,1,3,2,0,1,17,0,3.558518613
28,7,1,3,1,5,2,0,3.767375798
18,2,0,0,1,1,15,0,3.503258335
16,3,0,0,15,2,3,0,3.280639062
21,3,0,2,0,2,3,0,3.177566232
13,2,2,0,0,2,3,0,2.87314068
15,3,0,0,2,2,3,0,3.456564762
18,3,0,0,4,2,3,0,3.169925001
21,3,0,0,0,3,8,0,3.844232899
12,1,0,0,1,1,8,1,3.418295834
15,1,0,0,21,1,11,0,3.506890596
14,1,1,1,31,1,10,0,3.128085279
29,2,1,1,0,1,25,0,3.525939944
28,2,0,1,25,1,25,25,2.376717193
15,3,0,1,27,2,6,0,3.189898095
16,1,0,0,0,1,13,0,3.625
26,2,1,0,0,2,3,0,3.796217603
22,4,0,0,0,3,4,0,3.697845823
19,1,1,0,0,1,7,0,3.431623566
10,2,0,0,0,1,6,0,2.521928095
16,6,0,0,1,2,3,0,3.327819531
16,1,0,0,0,1,12,0,3.452819531
24,2,1,0,23,2,3,0,3.65726823
17,3,0,0,2,2,3,0,3.013070929
13,2,0,0,1,1,9,0,3.39274741
19,1,0,0,10,1,15,0,3.681880803
31,2,3,0,0,1,6,0,3.974695408
13,2,0,0,22,1,9,0,3.39274741
5,5,0,0,3,3,22,0,3.39138647
30,4,0,0,0,4,3,0,3.523231429
32,4,1,0,0,4,6,0,3.667837797
15,2,0,0,2,1,12,0,3.456564762
105,14,0,0,20,13,6,0,4.069704593
38,3,2,0,19,2,6,0,4.185703093
22,4,0,0,1,3,5,0,3.572623664
20,1,1,0,0,1,7.5,0,3.921928095
19,6,0,0,6,3,3,0,3.246898566
14,5,1,0,0,1,10,0,3.521640636
133,11,11,1,23,11,2,0,4.233860072
31,3,1,0,1,2,15,0,3.792905988
11,1,0,0,1,1,7,0,3.459431619
43,2,2,2,22,1,12.66666667,22,4.171051535
27,3,1,0,2,3,3,0,3.884155095
14,2,0,0,1,2,5,0,3.378783493
20,3,3,0,49,2,3,0,3.78418372
30,5,0,1,5,4,3,0,3.498068512
11,4,0,2,1,1,7,0,3.459431619
20,2,0,1,69,2,13,0,3.68418372
26,2,2,0,7,1,6.666666667,7,3.854285872
18,4,1,0,0,3,3,0,3.127986807
19,2,1,0,5,1,7.5,0,3.40582225
128,7,1,0,29,7,7,0,4.584230808
13,2,0,0,1,1,9,0,3.39274741
42,2,3,0,0,2,8,0,4.150913483
18,6,1,1,0,2,3,0,3.46132014
12,4,0,0,1,1,8,1,3.251629167
23,3,0,0,0,3,3,0,3.621175543
28,4,0,0,0,3,14,0,3.668986958
35,8,1,2,7,6,3,0,4.207435517
11,2,0,1,6,1,7,0,3.095795255
38,1,3,0,8,1,8,8,4.504120605
16,2,1,0,20,2,7,0,3.625
18,1,0,1,20,1,14,0,3.46132014
13,2,0,0,1,1,9,0,3.39274741
45,6,0,1,1,6,6,0,3.90332102
26,1,0,1,1,1,22,0,3.87314068
29,4,0,0,0,3,3,0,3.900241771
25,3,2,2,42,3,4,1,3.94346519
13,4,0,2,0,1,9,0,3.180832987
26,3,3,2,1,1,10.5,0,3.5804622
12,1,0,0,8,1,8,0,3.022055209
17,2,1,2,61,1,13,0,3.337175341
11,1,1,0,0,1,7,0,3.277613437
11,6,1,7,8,1,7,0,3.095795255
12,2,0,0,2,1,8,2,3.418295834
72,12,0,0,35,12,6,0,4.1555803
32,5,5,2,20,4,2.8,10,4.077819531
19,1,1,0,18,1,7.5,0,3.115834092
16,3,0,1,4,2,3,0,3.327819531
19,3,1,0,1,2,3,0,3.471354487
14,6,1,7,8,2,3,0,3.039148672
24,5,1,0,4,2,3,0,3.355388542
24,1,2,1,0,1,9.5,0,3.454986856
28,3,0,0,4,3,3,0,3.628085279
33,6,0,1,0,5,5,0,3.666092803
10,1,0,0,0,1,7,0,3.121928095
18,3,0,2,0,2,7,0,3.614369446
10,1,0,0,0,1,6,0,3.121928095
8,2,0,0,0,1,5,0,3
18,8,2,1,0,3,3,0,3.419381946
17,2,0,0,0,2,3,0,3.4548224
16,4,0,5,8,2,7,0,3.5
13,2,0,0,1,1,9,0,3.39274741
17,5,0,1,5,3,3,0,3.410417253
13,2,0,0,0,1,9,0,3.39274741
24,2,1,0,0,2,5,0,3.736440502
10,5,1,1,2,1,6,0,2.846439345
7,1,0,0,4,1,4,0,2.807354922
20,1,0,0,23,1,16,0,3.821928095
58,6,0,0,4,5,6,0,4.496020332
9,6,1,1,2,1,5,0,2.641604168
21,4,0,0,28,3,6,0,3.784941827
29,2,0,0,0,2,16,0,3.745406426
48,6,3,5,12,5,3,0,4.472794209
17,2,0,0,4,1,13,4,3.852168724
16,3,0,0,1,2,7,0,3.625
19,2,0,0,5,2,3,0,3.195295934
22,3,1,0,0,2,16,0,3.606936732
10,2,1,3,6,1,7,0,3.321928095
16,2,0,1,3,1,12,1,3.5
12,3,0,0,0,2,2,0,3.084962501
13,1,0,0,1,1,9,1,2.81507241
22,2,4,0,1,2,6,0,3.845350937
20,5,0,5,10,2,3,0,3.046439345
18,2,0,0,0,2,3,0,3.419381946
25,2,0,0,0,2,19,0,3.41366069
8,1,0,0,3,1,5,0,2.5
14,2,2,0,32,1,11,0,2.985228136
25,5,0,0,31,4,3,0,3.59326969
23,3,6,0,18,2,6.5,0,3.914866304
11,2,0,1,28,1,7,0,3.095795255
20,2,1,0,0,2,3,0,3.546439345
21,1,2,1,22,1,17,0,3.558518613
15,1,6,0,1,1,11,0,3.456564762
21,2,1,1,4,2,2.5,0,3.820888851
22,4,0,1,0,2,4,0,3.663532755
19,3,0,1,8,2,10,0,3.366091329
14,2,0,0,0,1,10,0,3.039148672
30,3,0,0,1,3,3,0,3.889246429
12,2,1,1,6,1,8,0,3.188721876
14,1,0,0,21,1,10,1,3.235926351
10,3,1,0,0,2,23.5,0,3.572431251
16,1,0,0,0,1,13,0,2.952819531
25,2,2,0,0,2,3.666666667,0,4.02346519
14,7,1,1,2,2,3,0,2.896291529
27,3,0,0,0,2,21,0,3.482127207
17,4,0,0,0,3,3,0,3.057476076
7,4,0,0,1,1,4,1,2.807354922
13,3,0,1,31,2,3,0,3.026986833
13,4,0,0,10,3,2,2,2.661226256
13,2,0,0,0,1,9,0,3.39274741
9,3,1,0,0,1,2,0,2.947702779
53,1,3,0,19,1,11.75,19,4.364436256
28,3,0,0,0,2,3,0,3.886839297
13,3,0,5,2,2,4,0,3.085055103
13,2,0,0,18,2,4,0,3.026986833
18,6,0,0,0,2,3,0,3.46132014
37,4,0,0,0,4,3,0,3.654078365
21,4,0,0,33,3,6,0,3.522571589
25,4,3,2,34,3,3,0,3.67326969
14,4,0,1,8,3,3,0,2.788450457
22,4,0,0,0,3,10,0,3.174674232
25,7,0,0,0,3,3,0,3.78346519
15,1,0,0,0,1,12,0,3.456564762
95,12,0,0,20,10,6,0,4.618988083
35,9,1,3,1,6,2,0,3.650013374
19,3,0,0,0,2,3,0,3.681880803
16,3,0,0,0,1,12,0,3.625
10,2,2,0,1,1,6,0,2.921928095
36,2,3,0,4,1,7.25,4,4.006749919
14,5,0,0,1,1,10,0,3.4677201
25,5,0,0,0,3,3,0,3.78346519
13,6,1,7,8,2,3,0,3.026986833
20,4,0,0,19,2,7,0,3.58418372
43,3,0,0,6,2,28,3,4.646967662
20,2,0,0,1,2,10,0,3.421928095
19,4,0,0,31,3,5,0,3.471354487
13,2,0,0,2,1,9,0,3.39274741
83,9,1,0,62,8,21,13,4.596138943
22,5,0,0,0,2,3,0,3.572623664
19,2,14,0,56,1,15,0,3.531630646
23,3,1,2,0,2,3,0,3.555533151
25,5,1,0,0,1,22,0,3.62346519
33,5,1,0,1,5,8,0,3.942438726
28,2,0,0,2,2,15,2,3.79790269
21,3,0,0,2,3,3,0,3.653756708
32,8,1,3,1,6,2,0,3.819548828
13,2,0,0,2,1,9,0,3.39274741
12,3,0,2,8,1,8,0,3.188721876
11,2,0,1,28,1,7,0,3.095795255
15,1,0,0,1,1,11,1,3.456564762
15,4,0,0,0,2,3,0,3.323231429
39,3,2,0,9,3,7,0,4.10913804
6,3,0,0,8,1,3,0,2.584962501
14,2,1,0,1,1,10,0,3.128085279
25,2,0,0,2,2,12,2,3.86346519
11,3,0,2,6,1,7,0,3.277613437
8,1,1,0,1,1,5,0,3
29,2,0,0,2,2,16,2,3.978333581
28,1,0,0,0,1,24,0,3.869331261
31,4,0,0,0,4,5,0,3.848884617
12,2,1,0,0,1,9,0,2.855388542
36,8,3,3,1,4,2,0,3.662573265
77,9,0,0,46,9,3,0,4.470969255
18,4,0,1,2,2,3,0,3.683542362
20,4,0,0,0,2,10,0,3.421928095
12,4,1,2,45,2,3,0,2.855388542
21,2,2,0,2,1,8,0,3.535174566
26,4,0,0,3,3,7,0,3.305645006
24,2,0,0,4,2,15,3,3.886842188
10,5,1,1,2,1,7,0,2.521928095
24,2,1,0,0,2,5,0,3.736440502
27,3,0,0,4,2,4,1,3.912113891
20,2,3,3,41,1,16,0,3.441446071
12,2,1,1,8,1,8,0,3.188721876
14,1,0,0,0,1,10,0,3.664497779
24,3,0,0,18,3,3,0,3.65726823
17,3,1,0,0,1,12,0,3.4548224
25,3,0,0,0,3,11,0,3.75326969
5,2,0,0,1,1,15,0,3.46132014
15,2,0,0,0,2,3,0,2.923231429
19,3,0,2,2,2,12,0,3.93213804
8,1,0,0,0,1,4,0,2.155639062
36,6,1,2,11,6,6,3,4.141604168
4,1,0,0,7,1,1,0,2
14,9,1,0,0,1,5,0,3.664497779
81,9,4,0,1,9,3,0,4.125355018
15,4,1,0,0,2,3,0,2.973557262
37,6,0,3,28,6,3,0,3.992708771
28,8,1,3,1,5,2,0,3.838804369
18,5,0,2,6,2,3,0,3.239097918
25,3,0,0,0,2,3,0,3.86346519
14,1,3,0,2,1,11,0,3.182005815
33,5,1,0,1,5,8,0,3.942438726
15,6,0,0,0,2,8,0,3.506890596
21,2,2,0,4,1,5,4,3.558518613
12,3,0,0,0,2,2,0,3.084962501
26,3,0,0,0,3,3,0,3.738149333
22,5,1,2,6,2,3,0,3.516027641
18,4,0,0,0,2,12,0,3.614369446
20,1,0,0,21,1,16,0,3.241446071
13,2,0,0,2,1,9,0,3.39274741
43,4,1,0,20,4,5.5,0,4.097906255
24,4,0,1,3,3,8,0,3.438721876
4,1,0,0,0,1,1,0,2
33,2,1,0,0,2,9.5,0,3.615265045
21,2,0,0,0,1,17,0,3.653756708
37,7,0,0,10,6,2,2,3.938654717
14,2,0,0,0,1,11,0,3.521640636
18,2,0,0,0,2,11,0,3.614369446
136,10,4,0,24,10,6,0,4.636834787
12,3,0,0,0,2,2,0,2.918295834
15,4,0,0,0,2,3,0,3.189898095
21,1,1,0,0,1,8,0,3.653756708
20,7,1,1,2,3,3,0,3.38418372
21,5,0,0,0,3,3,0,3.368042423
35,4,1,0,15,4,8,0,3.693149802
20,2,2,0,20,2,3,0,3.78418372
14,1,0,0,0,1,10,0,3.324862958
24,4,0,0,0,4,2,0,3.522055209
14,2,0,0,22,2,3,0,3.182005815
10,2,2,0,26,2,3,1,3.121928095
24,4,0,0,0,2,3,0,3.855388542
14,7,1,1,2,2,3,0,2.896291529
20,2,1,3,63,1,16,0,3.721928095
23,2,0,0,6,2,12,0,3.588354347
27,6,0,0,0,2,3,0,3.482127207
14,1,1,0,18,1,10,0,3.324862958
6,3,1,1,0,1,3,0,2.584962501
22,3,1,0,0,3,3,0,3.754441846
26,7,1,3,1,5,2,0,3.840265565
25,4,0,0,0,1,7,0,2.845350937
16,2,0,0,0,2,6,0,3.202819531
15,6,1,6,43,1,11,0,3.189898095
41,3,0,0,5,2,32,3,4.250623273
18,3,0,0,0,1,14,0,3.46132014
19,1,2,0,0,1,16,0,3.511085408
25,1,0,0,7,1,21,1,3.54346519
11,1,0,0,1,1,7,0,3.459431619
11,1,0,0,2,1,7,0,3.459431619
23,4,11,0,5,4,4,1,3.708132065
13,2,0,0,1,1,9,0,3.39274741
18,3,0,0,15,2,3,0,3.308270835
33,5,1,0,1,5,8,0,3.942438726
16,3,0,0,2,2,4,0,3.25
20,4,0,0,36,3,6,0,3.546439345
11,2,1,0,22,1,7,0,2.845350937
29,2,0,0,0,2,3,0,3.745406426
18,5,1,7,6,1,7,0,3.572431251
16,9,1,0,0,2,4.5,0,3.75
22,3,0,0,0,2,3,0,3.754441846
21,2,0,0,0,1,17,0,3.046381113
18,2,1,0,1,1,14,0,3.419381946
16,2,0,0,0,1,13,0,3.202819531
14,6,1,7,8,2,3,0,3.182005815
20,2,0,0,0,2,12,0,3.38418372
23,5,0,0,35,4,3,0,3.567040217
30,3,0,0,13,3,3,0,3.955913095
36,2,0,0,4,2,23,4,4.194385683
17,3,0,0,2,2,3,0,3.292770194
20,4,0,0,0,3,9,0,3.30869497
15,3,0,0,1,2,6,0,3.323231429
11,2,0,1,6,1,7,0,3.095795255
17,1,0,6,63,1,13,0,3.4548224
28,3,0,0,31,2,16,10,3.9677201
31,4,0,0,0,4,3,0,3.784368488
31,2,1,0,0,2,3,0,3.600190876
16,3,1,0,0,2,4.5,0,3.125
0,6,0,1,0,1,4,0,3.78418372
22,2,0,0,0,2,16,0,3.913977073
29,2,1,0,5,1,12.5,0,3.810928306
36,8,3,9,7,4,2,0,3.662573265
16,2,3,0,25,1,12,0,3.625
46,1,3,0,16,1,10,16,4.71878913
13,6,1,1,2,2,3,0,3.026986833
13,3,0,0,0,2,3,0,3.026986833
20,4,0,0,0,3,5,0,3.165957321
29,3,0,0,4,2,3,0,3.578001151
16,2,1,0,4,2,3,0,3.327819531
9,4,0,0,1,1,5,0,2.641604168
19,2,1,0,0,1,7,0,3.787143961
130,12,0,0,40,11,3,0,4.762570789
63,8,0,0,0,7,6,0,4.150654425
25,5,1,0,0,3,3,0,3.83326969
19,3,0,0,0,3,3,0,3.431623566
11,2,0,0,0,1,7,0,3.095795255
12,2,0,2,18,1,8,0,3.022055209
29,4,0,0,0,4,2,0,3.207142961
24,2,0,0,0,2,3,0,3.803508855
37,5,1,3,40,4,5,0,3.686087745
29,3,0,0,0,3,3,0,3.88333746
15,1,1,0,0,1,11,0,3.640223929
21,3,1,0,14,1,17,0,3.535174566
17,7,0,1,1,3,3,0,3.101881223
19,1,0,0,8,1,15,8,3.721611724
22,6,1,0,1,2,3,0,3.261043983
12,3,0,0,0,2,2,0,2.751629167
21,2,2,3,65,1,8,0,3.499227542
14,3,0,0,0,1,10,0,2.842370993
19,2,0,0,5,2,12,3,3.93213804
13,2,0,0,1,1,9,0,3.39274741
20,3,0,0,0,2,3,0,3.40869497
13,3,0,0,0,2,6,0,3.39274741
45,5,2,0,0,5,3,0,4.008985186
15,1,0,0,19,1,11,0,3.323231429
16,3,0,0,1,2,4,0,3.25
14,2,0,0,0,1,10,0,3.378783493
22,2,4,0,1,2,11,0,3.572623664
10,3,0,1,3,1,6,0,2.921928095
25,1,1,0,0,1,21,0,3.669275071
22,2,0,0,0,2,5,0,3.697845823
13,2,0,0,5,2,6,3,3.546593564
18,2,1,0,0,2,3,0,3.419381946
15,3,0,1,2,2,8,0,3.139572262
22,4,2,0,0,2,3.333333333,0,3.390805482
10,5,0,0,0,1,6,0,2.846439345
30,2,2,0,1,2,5,1,3.964735179
23,5,3,1,6,2,3,0,3.708132065
17,1,1,0,0,1,6.5,0,3.734521665
17,5,1,0,0,2,11,0,3.381580488
30,5,3,3,15,3,2,2,4.256564762
17,2,0,0,1,2,3,1,3.337175341
9,3,0,1,2,1,5,0,2.947702779
17,3,0,0,17,3,3,0,3.572469459
19,3,2,0,0,2,3,0,3.286629487
11,1,0,0,4,1,7,0,3.095795255
17,3,0,2,0,1,14,0,3.337175341
35,5,0,0,6,5,5,0,3.93287436
17,3,0,0,1,2,3,0,3.572469459
20,2,0,0,7,2,2,0,3.58418372
6,2,2,0,0,2,29,0,3.772055209
24,2,1,0,0,2,6,0,3.486440502
19,2,0,0,17,2,3,0,3.431623566
19,1,0,0,16,1,15,0,3.511085408
11,1,1,0,20,1,3.5,0,3.095795255
12,3,1,0,0,2,3,0,2.688721876
11,2,0,0,0,2,2,0,3.277613437
15,3,1,1,0,1,11,0,3.189898095
22,3,0,0,0,2,3,0,3.42511855
14,7,1,1,2,2,3,0,2.896291529
9,3,0,0,0,1,5,0,3.169925001
25,3,0,0,4,3,10,0,3.452878689
19,2,1,0,0,2,5,0,3.576617645
26,2,1,0,0,2,7,0,3.767183468
25,7,1,1,0,3,3,0,3.51326969
18,1,0,0,0,1,14,0,3.46132014
17,6,0,2,1,3,3,0,3.013070929
11,1,0,0,19,1,7,0,3.095795255
18,4,0,1,0,3,3,0,3.572431251
27,2,0,0,2,2,12,0,3.810081021
25,8,0,7,6,4,2,0,3.509275071
27,8,0,3,1,5,2,0,3.472324892
7,1,1,1,17,1,4,0,2.521640636
15,2,0,0,0,2,3,0,3.189898095
29,6,1,0,7,3,9,5,3.857306857
13,2,0,0,2,1,9,0,3.39274741
6,1,0,0,6,1,3,0,2.584962501
20,2,0,0,1,2,11,0,3.721928095
39,9,1,3,1,6,2,0,3.784650295
30,2,0,0,0,2,18,0,3.856564762
30,3,0,0,4,2,3,0,3.898068512
14,1,0,0,0,1,10,0,3.664497779
21,3,0,1,13,2,3,0,3.3273399
26,4,0,0,7,3,3,0,3.902174814
20,2,0,0,10,1,17,0,3.48418372
13,6,1,7,8,2,3,0,3.026986833
13,2,0,0,1,1,9,0,3.39274741
12,2,0,3,0,1,8,0,3.084962501
15,2,0,0,1,1,11,0,2.923231429
18,6,1,0,28,2,3,0,3.683542362
11,3,1,0,4,1,7,0,3.027169118
13,2,0,0,1,1,9,0,3.39274741
18,2,0,0,17,2,3,0,3.127986807
30,4,0,0,0,4,3,0,3.564735179
25,3,2,0,0,2,5,0,3.76385619
25,3,0,0,20,2,3,0,3.78346519
106,5,0,0,10,5,3,0,4.77883372
24,3,0,1,2,2,3,0,3.486440502
16,3,0,1,2,2,9,0,3.125
24,2,0,1,24,1,20,0,3.54248125
8,2,3,0,0,2,11.33333333,0,3.762267391
27,3,0,1,28,3,6,0,3.630275355
9,4,0,0,0,1,5,0,2.641604168
33,4,1,0,6,3,8,1,4.043801695
23,3,0,2,35,2,3,0,3.621175543
13,2,0,0,1,1,9,0,3.39274741
26,3,0,1,13,3,3,0,3.921029622
12,1,0,0,0,1,8,0,2.855388542
16,3,1,0,20,2,2,0,3.125
19,4,0,0,37,3,5,0,3.471354487
30,2,0,0,2,2,14,2,3.711080496
