domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
27,1,1,0,28,1,23,0,3.884155095
44,3,0,0,0,2,4,0,3.891392563
21,1,0,0,0,1,17,0,3.272804327
81,5,4,3,43,5,9.5,0,4.508025355
21,2,2,0,0,2,11,0,3.594465637
22,2,0,0,5,2,7,0,3.322179346
131,6,6,0,29,6,6,0,4.681223451
18,2,0,0,3,2,6,2,3.683542362
23,5,1,1,0,4,2,0,3.882045108
14,2,0,0,27,2,3,0,3.182005815
30,4,0,0,19,3,11,0,3.739572262
20,1,0,0,0,1,16,0,3.346439345
10,3,0,4,19,1,6,3,3.121928095
46,5,1,0,0,4,6,0,3.943756859
15,2,0,0,3,1,11,3,3.640223929
33,4,0,0,65,4,11,0,3.657289952
107,8,2,0,49,8,6,0,4.670767104
21,2,1,0,1,1,17,0,3.630412661
20,2,0,0,3,2,10,0,3.421928095
14,1,1,0,0,1,4.5,0,3.521640636
16,2,0,0,0,1,12,0,3.202819531
19,2,0,0,1,2,10,0,3.366091329
45,6,0,2,1,6,6,0,3.90332102
14,3,0,0,11,3,2,2,2.217021886
12,6,1,1,2,2,3,0,3.022055209
29,3,0,0,4,3,12,4,3.926272374
19,3,5,0,23,2,10,0,3.681880803
54,3,1,0,1,3,3,0,4.140840919
8,2,0,0,1,1,4,1,3
31,5,0,0,0,4,6,0,3.526303971
43,5,0,0,20,4,21,16,4.173373988
23,2,0,0,20,2,14,0,3.555533151
14,4,0,0,1,2,3,0,3.039148672
24,2,0,0,3,2,12,3,4.001629167
13,2,0,0,4,1,9,0,3.39274741
13,3,0,0,1,2,4,0,3.238901257
53,5,0,0,4,5,6,0,4.130841154
11,2,0,0,5,1,8,0,2.913977073
86,10,1,0,21,10,6,0,4.185643763
24,1,0,0,0,1,20,0,3.490601563
18,3,0,0,4,2,3,0,3.169925001
11,1,0,0,2,1,7,0,3.459431619
22,3,2,2,21,2,3,0,3.606936732
48,8,0,0,0,7,5,0,3.943030336
13,3,0,0,3,1,9,3,3.39274741
25,2,0,0,0,2,3,0,3.70346519
45,7,0,0,6,7,2,0,4.177158442
20,7,1,1,2,3,3,0,3.646439345
11,4,0,1,4,2,4,0,3.277613437
29,3,0,1,1,2,22,0,3.767993393
24,4,0,0,27,3,5,0,3.886842188
19,3,0,0,2,3,5,2,3.576617645
20,6,1,1,2,2,6,0,3.58418372
13,2,0,0,1,1,9,0,3.39274741
24,4,0,0,37,3,5,0,3.886842188
26,8,1,3,1,5,2,0,3.609496334
18,3,1,0,0,2,3,0,3.46132014
45,3,1,2,7,3,7,0,3.930990186
15,2,0,0,16,1,11,0,3.323231429
35,4,4,1,17,3,15,15,3.897299718
26,2,4,0,3,2,6,0,3.979097891
11,2,0,0,26,1,7,0,2.913977073
19,3,0,0,0,2,13,0,3.826874882
22,3,0,0,0,2,3,0,3.516027641
22,2,5,0,1,1,3,1,3.697845823
10,3,0,0,1,2,3,0,2.721928095
16,2,0,0,0,1,12,0,2.983458593
11,2,0,1,28,1,7,0,3.277613437
26,3,2,0,0,2,4.666666667,0,3.854285872
27,3,0,0,3,2,16,0,3.726204631
13,2,0,0,4,1,9,0,3.39274741
15,2,0,0,17,1,11,0,3.323231429
34,2,0,0,0,2,21,0,3.892486651
9,2,3,0,42,1,5,0,3.169925001
15,6,0,0,1,2,8,0,3.506890596
18,3,0,0,0,3,3,0,3.044110418
39,7,1,3,11,5,6,3,4.08978195
12,6,1,1,2,2,3,0,2.688721876
12,1,1,3,21,1,9,0,3.418295834
18,2,2,0,0,1,14,0,3.503258335
31,5,0,2,1,4,6,0,3.667928472
19,3,8,0,19,2,3,0,3.471354487
27,1,1,0,19,1,23,0,3.884155095
24,3,0,0,1,2,7,1,3.470175521
13,2,0,0,3,1,9,0,3.39274741
11,2,0,1,28,1,7,0,3.095795255
32,2,2,0,0,2,4,0,3.819548828
12,2,4,0,15,1,8,0,3.084962501
11,2,0,1,27,1,7,0,3.095795255
51,3,2,0,0,3,7.333333333,0,3.917017745
29,2,0,0,0,2,3,0,3.831276253
18,4,1,0,4,3,3,0,3.26633264
20,4,0,0,29,3,6,0,3.546439345
32,4,1,2,58,3,6.5,0,3.991729297
19,2,1,0,21,2,3,0,3.471354487
33,6,0,0,1,5,8,0,3.942438726
35,5,0,0,0,4,13,0,3.971302302
33,5,0,0,1,5,8,0,3.942438726
19,1,1,0,28,1,6.5,0,3.892407119
10,4,1,0,0,2,7.5,0,3.46857663
9,1,0,0,0,1,5,0,3.169925001
16,4,2,0,7,2,6,6,3.75
16,3,0,0,6,3,5,0,3.577819531
14,2,0,0,23,2,3,0,3.182005815
11,1,0,0,2,1,7,0,3.459431619
22,3,0,0,0,2,3,0,3.663532755
14,5,1,0,1,1,4.5,0,3.521640636
19,2,1,0,0,1,15,0,3.616348566
14,3,1,1,0,1,4.5,0,3.378783493
24,2,0,0,1,2,15,0,3.886842188
30,2,0,2,8,2,16,0,3.748394346
13,2,1,3,13,1,8,0,3.39274741
28,4,0,1,5,3,9,0,4.06610894
12,6,1,7,8,2,3,0,2.855388542
15,5,1,1,0,1,5.5,0,3.640223929
141,15,0,3,48,15,3,0,4.693654396
10,4,0,0,1,1,6,0,3.121928095
15,6,0,2,1,3,3,0,3.006238929
16,2,0,1,0,1,12,0,3.280639062
24,2,0,0,0,1,20,0,3.490601563
28,1,0,0,0,1,24,0,3.869331261
7,2,0,0,0,1,4,0,2.128085279
11,1,0,0,0,1,7,0,3.027169118
11,1,0,0,0,1,7,0,3.277613437
114,12,3,2,21,11,6,0,4.554376632
10,5,1,1,2,1,7,0,2.521928095
14,3,0,2,4,1,11,0,3.378783493
16,5,0,0,1,1,13,0,3.625
23,3,0,0,24,2,3,0,3.795088586
19,3,0,0,2,3,5,2,3.576617645
10,2,0,1,0,1,35,0,2.939829017
45,4,1,1,20,4,4,0,3.799876085
16,3,0,0,0,2,4,0,3.25
27,2,0,0,20,2,3,0,3.782122224
13,2,0,2,16,1,9,0,3.39274741
24,2,0,0,3,2,13,2,4.220175521
5,1,0,0,0,1,2,0,2.321928095
11,2,0,0,1,1,7,0,3.095795255
14,2,0,0,1,1,10,0,3.664497779
17,2,1,1,0,1,6,0,3.4548224
33,5,1,0,0,4,3,0,3.78652215
16,3,0,1,29,2,7,0,3.625
30,5,0,3,8,3,6,3,3.964735179
23,2,0,0,0,2,12,0,3.675310869
15,2,1,3,5,1,12,0,3.456564762
14,2,0,0,9,1,10,1,3.324862958
11,2,0,0,0,1,7,0,3.277613437
11,2,1,0,0,2,12,0,3.764735179
13,2,0,0,4,1,9,0,3.334679141
10,3,0,6,7,1,6,0,3.121928095
20,3,0,0,0,3,7,0,3.646439345
23,7,1,3,1,4,2,0,3.708132065
33,5,1,0,1,5,8,0,3.942438726
20,4,0,0,26,3,6,0,3.546439345
24,2,1,0,2,2,7.5,2,3.938721876
16,6,1,1,2,2,3,0,3.202819531
25,3,0,0,7,2,12,1,3.723074189
11,3,0,2,7,1,6,0,2.913977073
16,2,0,0,15,2,3,0,3.202819531
13,2,1,2,38,1,10,0,3.39274741
28,3,2,0,9,2,1,1,3.851823226
24,4,1,0,0,3,3,0,3.29248125
17,2,0,0,1,1,13,0,3.616874606
12,7,2,1,2,2,3,0,3.022055209
34,4,1,0,1,3,6.5,0,4.07967865
29,2,0,0,2,2,16,2,3.978333581
8,1,0,0,5,1,5,0,2.5
22,3,2,0,1,2,11,0,3.663532755
25,4,0,0,28,3,3,0,3.62346519
14,3,0,0,3,2,7,0,3.093069208
32,2,2,0,7,2,7.333333333,7,4.163909766
26,6,1,0,0,5,2,0,3.734308354
20,1,0,1,2,1,16,0,3.646439345
34,2,1,0,12,2,7.5,0,4.057476076
14,4,1,1,19,2,7,0,3.235926351
16,2,0,0,0,2,10,0,3.327819531
29,3,0,0,24,2,3,0,3.814371943
20,1,2,0,21,1,16,0,3.78418372
22,2,2,0,2,1,5.333333333,0,3.572623664
17,2,0,0,0,1,13,0,3.616874606
27,2,0,0,0,2,14,0,3.736006946
15,3,0,0,6,2,7,5,3.323231429
21,4,1,0,1,3,3,0,3.291392876
25,4,0,0,27,3,6,0,3.83326969
119,10,2,0,56,10,3,0,4.783995945
27,3,3,0,0,2,4,0,3.778423503
17,2,1,0,5,1,6.5,0,3.381580488
20,3,1,0,0,2,3,0,3.68418372
14,2,7,0,6,1,10,0,3.324862958
17,2,0,0,0,2,10,0,3.572469459
43,3,0,0,0,2,18,0,3.969771953
16,2,0,0,0,2,3,0,3.25
21,2,0,0,0,2,8,0,3.748994804
20,1,0,0,18,1,17,0,3.48418372
11,2,0,1,25,1,7,0,3.095795255
20,3,0,0,3,2,11,0,3.68418372
18,6,1,1,0,2,3,0,3.350209029
19,3,1,0,3,2,3,0,3.471354487
11,1,0,0,0,1,7,0,3.095795255
142,9,8,0,62,7,6,0,4.726951971
17,1,1,0,0,1,6.5,0,3.528064312
12,6,0,5,22,2,2,0,2.855388542
15,3,0,0,3,2,4,0,2.973557262
21,7,1,1,0,3,3,0,3.653756708
21,1,2,0,0,1,5,0,3.820888851
16,1,1,0,1,1,12,0,3.5
17,6,0,0,0,3,2,0,3.337175341
11,2,0,0,0,1,7,0,3.095795255
13,6,1,1,2,2,3,0,3.026986833
11,1,2,0,24,1,7,0,3.027169118
27,8,0,3,1,5,2,0,3.574357762
11,3,0,0,7,2,3,0,2.845350937
17,2,0,0,1,2,2,0,3.616874606
15,1,1,1,5,1,11,0,3.456564762
22,5,2,1,0,1,18,0,3.55034071
8,4,0,0,0,1,5,0,3
15,3,0,4,12,1,11,0,3.373557262
11,3,1,0,0,2,9.5,0,3.675310869
6,2,1,0,5,1,3,0,2.584962501
30,7,0,2,25,5,3,0,3.869576746
37,5,3,2,0,4,2,0,3.593928027
10,5,0,0,0,2,3,0,3.121928095
20,4,0,0,0,3,4,0,3.346439345
13,2,0,0,1,1,9,0,3.39274741
13,2,0,0,4,1,9,0,3.39274741
10,6,1,7,14,1,6,6,2.646439345
21,4,3,0,0,2,3,0,3.725650756
14,2,0,0,0,1,11,0,3.235926351
23,6,1,4,1,1,18,0,3.464234653
18,6,1,7,8,2,3,0,3.572431251
13,1,1,0,25,1,9,0,3.180832987
29,2,0,0,2,2,16,2,3.978333581
13,5,0,0,0,3,3,0,2.81507241
18,2,0,0,22,2,4,0,3.46132014
13,2,1,1,26,1,9,0,3.39274741
11,2,0,0,21,2,2,0,2.913977073
22,2,0,0,0,2,15,0,3.697845823
19,2,0,0,4,2,9,3,3.536886724
83,9,1,0,45,8,21,13,4.596138943
17,1,1,0,24,1,13,1,3.616874606
18,2,0,0,0,2,3,0,3.350209029
13,2,0,0,2,1,9,0,3.39274741
24,3,0,4,1,2,3,0,3.688721876
20,7,1,1,2,3,3,0,3.38418372
20,2,0,0,9,2,3,0,3.78418372
13,5,0,2,1,2,3,0,2.499698143
13,5,1,1,0,2,3,0,3.180832987
109,11,2,2,49,10,6,0,4.757645826
14,3,0,0,0,2,3,0,2.896291529
14,2,2,0,19,2,4,0,2.54952346
25,3,0,0,0,2,3,0,3.78346519
20,3,0,0,0,2,3,0,3.546439345
13,2,0,0,4,1,9,0,3.39274741
14,6,1,1,2,2,3,0,3.039148672
4,10,0,5,4,2,13,0,3.010570934
26,7,1,3,1,5,2,0,3.734308354
3,3,0,0,2,2,82,0,3.740601563
19,2,0,0,5,2,3,0,3.195295934
14,3,0,0,1,3,3,1,3.4677201
29,3,2,0,1,3,4,1,3.909368064
14,2,0,0,2,1,10,1,3.128085279
26,3,1,0,0,3,9,0,3.767183468
9,6,1,1,2,1,5,0,2.641604168
33,3,1,0,8,3,8,0,3.922589574
26,6,1,0,0,5,2,0,3.734308354
19,3,0,0,0,2,3,0,3.260828171
8,1,0,1,24,1,5,2,3
10,5,1,1,3,1,6,1,3.121928095
10,2,2,0,0,1,7,0,2.921928095
11,5,1,1,2,1,7,0,3.095795255
35,2,0,0,0,2,22,0,3.84015686
27,4,1,0,0,3,3,0,3.60601528
17,2,1,0,18,2,6,0,3.263933429
13,2,1,1,7,1,9,0,3.700439718
33,5,1,0,1,5,8,0,3.942438726
17,2,0,0,55,2,3,0,3.130717988
13,2,0,0,3,1,9,0,3.39274741
14,3,0,0,0,2,4,0,3.039148672
42,5,1,0,48,5,6,0,4.300072114
44,6,5,1,2,2,5.8,0,3.956273312
29,5,0,0,38,4,3,0,3.771437029
19,2,2,1,0,1,7.5,0,3.576617645
24,3,0,0,0,2,6,0,3.605388542
18,2,1,1,17,1,15,0,3.572431251
30,7,0,2,28,5,3,0,3.777747163
29,3,0,0,24,3,3,0,3.857306857
13,2,0,0,7,2,5,1,3.39274741
22,3,0,0,2,2,12,0,3.606936732
24,6,1,0,0,1,20,0,3.636842188
16,2,0,0,0,2,9,0,3.5
31,2,2,0,4,2,6,4,3.950344198
17,2,0,0,0,1,13,0,2.984234165
35,2,0,0,8,2,17,8,4.343289445
18,4,1,0,6,2,5.5,0,3.683542362
19,5,2,0,75,1,4.333333333,0,3.471354487
28,9,0,10,7,5,2,0,3.763809174
33,4,1,0,0,3,3,0,3.853963437
11,1,1,0,0,1,3.5,0,3.277613437
11,1,0,0,61,1,8,0,3.277613437
11,2,1,0,1,2,3,0,2.481714573
27,2,1,1,0,1,23,0,3.45416841
30,2,1,2,9,2,11,0,3.511080496
21,1,1,0,0,1,6.5,0,3.725650756
18,3,2,2,0,2,11,0,3.503258335
9,2,2,0,11,1,6,0,3.169925001
33,3,0,0,3,2,15,0,3.628362121
23,4,1,0,0,2,3,0,3.96900163
14,9,1,0,1,1,10,0,3.378783493
29,3,1,0,0,2,9,0,3.771437029
123,6,4,0,43,6,6,0,4.690579014
16,3,1,1,0,2,9,0,3.625
13,2,0,0,1,2,6,0,3.180832987
10,5,1,7,8,1,7,0,2.521928095
28,3,0,0,0,3,3,0,3.824862958
19,3,0,1,0,1,15,0,3.616348566
104,12,1,0,30,12,2,1,4.479998585
17,1,0,1,40,1,13,0,3.146286371
14,2,0,0,27,2,3,0,3.182005815
15,2,0,0,0,2,3,0,3.139572262
25,3,0,0,3,3,12,3,3.35326969
34,2,1,0,0,2,21,0,3.833663121
17,2,0,0,1,1,13,0,3.572469459
37,4,0,0,0,4,3,0,3.864198298
34,4,2,0,2,4,3,0,3.807763576
26,1,1,0,1,1,22,0,3.407761238
10,1,0,0,0,1,6,0,3.121928095
28,2,0,2,25,1,25,25,2.260820318
21,1,1,0,0,1,8,0,3.653756708
6,1,0,0,6,1,3,0,2.584962501
13,3,0,1,21,2,6,0,3.39274741
12,1,0,0,0,1,9,0,3.251629167
16,2,0,0,20,2,3,0,3.25
18,5,6,2,0,2,3,0,3.308270835
13,2,0,0,2,1,9,0,3.39274741
17,3,0,0,2,2,8,0,3.381580488
21,2,0,0,0,1,17,0,3.653756708
47,5,4,0,8,5,3.5,2,3.903869513
27,1,1,0,3,1,23,0,3.689891669
18,2,0,0,0,2,3,0,3.016875696
13,2,0,0,2,1,9,0,3.39274741
45,3,4,0,0,3,3,0,4.08331803
13,2,0,0,3,1,9,0,3.39274741
21,1,0,0,0,1,17,0,3.820888851
17,1,1,0,0,1,6,0,3.410417253
21,4,0,0,24,3,5,0,3.880179923
5,1,0,0,0,1,2,0,2.321928095
26,2,1,0,0,2,3,0,3.796217603
14,3,1,0,0,2,3,0,3.039148672
28,3,1,4,0,2,7.5,0,3.610577243
19,3,0,0,3,2,10,3,3.787143961
17,2,1,2,1,1,6,0,3.4548224
30,4,1,0,0,1,26,0,3.539572262
26,8,1,3,1,5,2,0,3.734308354
18,2,1,2,66,1,15,0,3.572431251
24,6,1,1,2,4,2,0,3.319773835
83,10,1,0,64,8,21,13,4.596138943
17,2,2,0,23,2,5,0,3.734521665
9,1,1,0,18,1,6,0,2.725480557
6,6,1,0,4,2,31,0,3.572469459
35,7,1,0,11,4,8,0,4.036006945
9,2,0,0,21,1,5,0,2.947702779
13,2,0,0,3,1,9,0,3.39274741
28,3,0,0,0,3,3,0,3.583616975
22,4,0,0,4,3,8,3,3.663532755
25,4,4,0,6,1,6.333333333,6,3.92385619
33,5,2,0,1,5,8,0,3.942438726
15,5,1,1,0,1,11,0,3.506890596
17,6,2,7,8,2,3,0,3.572469459
27,8,0,3,1,5,2,0,3.574357762
25,2,1,0,1,2,6,1,4.13366069
17,1,1,0,0,1,6,0,3.572469459
13,3,0,0,0,2,7,0,2.87314068
12,2,1,0,9,1,3.5,0,3.584962501
29,3,1,0,4,2,23,0,3.650410305
85,12,1,0,22,12,6,0,4.241226896
26,4,4,1,9,4,3,0,3.440636353
11,2,0,0,21,1,7,0,3.095795255
35,7,1,0,0,6,2,0,3.878584802
20,4,0,0,0,2,13,0,3.521928095
12,1,0,0,0,1,8,0,3.418295834
12,4,1,0,7,1,3.5,7,3.418295834
24,5,1,0,1,3,6,0,3.65726823
13,2,1,0,0,1,9,0,3.39274741
20,2,1,0,8,2,6,0,3.68418372
14,4,0,0,0,2,3,0,2.950212065
33,5,2,0,1,5,8,0,3.942438726
24,4,1,1,2,2,3,0,3.65726823
15,1,1,0,0,1,5.5,0,3.373557262
118,11,4,0,7,11,6,0,4.665264574
17,4,2,0,0,2,3,0,3.292770194
29,6,0,0,0,6,6,0,3.676440909
10,2,0,0,8,1,7,0,2.921928095
35,8,1,3,30,6,3,0,4.15029266
36,2,0,0,0,2,24,0,3.856474654
16,3,1,0,0,1,12,0,3.327819531
20,3,0,0,1,2,3,0,3.68418372
27,1,0,0,5,1,23,0,3.500283688
21,2,1,0,0,2,5,0,3.725650756
14,2,0,0,0,1,10,0,3.235926351
11,1,0,0,0,1,7,0,3.095795255
125,12,3,0,32,12,3,0,4.792360114
19,1,0,0,0,1,15,0,3.431623566
31,3,1,0,1,3,6.5,0,4.026619294
33,2,1,3,45,2,21,0,3.907734271
26,2,0,0,0,2,15,0,3.74832866
11,3,0,0,8,3,1,1,2.663532755
24,3,2,0,0,3,3,0,3.605388542
33,5,2,0,1,5,8,0,3.942438726
15,5,0,0,0,2,3,0,3.006238929
86,6,0,0,35,6,6,0,4.532750919
11,3,0,1,0,1,7,0,3.095795255
21,2,0,0,8,2,6,0,3.594465637
15,3,0,0,2,2,6,0,3.189898095
65,7,0,0,56,7,6,0,4.356511276
36,2,0,0,0,2,10,0,4.051462154
16,3,0,0,10,2,3,0,3.202819531
44,4,2,0,21,4,6,0,4.118078209
21,4,0,0,26,3,5,0,3.880179923
28,2,0,0,4,2,15,4,3.865764637
68,7,0,0,0,7,13,0,3.827791109
16,7,0,2,37,1,12,0,2.852217001
25,4,0,0,0,3,3,0,3.70346519
9,7,3,3,43,1,6,0,2.725480557
27,8,0,3,1,5,2,0,3.472324892
12,1,0,0,0,1,8,0,3.084962501
19,3,1,0,0,1,15,0,3.616348566
21,4,1,0,1,3,3,0,3.71304778
17,5,1,2,1,2,3,0,3.4548224
13,3,0,0,0,2,7,0,3.026986833
22,2,0,0,0,2,3,0,3.697845823
11,2,1,0,24,2,2,0,3.095795255
27,2,0,0,1,2,18,0,3.838039817
19,2,1,0,1,1,15,0,3.576617645
14,2,0,0,0,1,10,0,3.521640636
13,2,0,0,2,1,9,0,3.39274741
28,3,0,0,0,3,3,0,3.645593314
37,2,4,0,4,2,4.2,4,4.229327352
20,2,0,0,2,2,10,0,3.421928095
13,2,0,0,22,1,9,0,3.546593564
18,3,1,0,6,2,3,0,3.086048612
11,3,0,2,7,1,7,0,3.095795255
31,2,0,0,0,2,14,0,3.671149939
18,3,0,0,1,2,8,0,3.392147224
14,5,1,0,1,1,4.5,0,3.521640636
9,1,1,0,0,1,5,0,2.503258335
18,1,0,0,18,1,14,0,3.530493057
18,2,0,1,21,1,15,0,3.572431251
20,3,0,2,0,2,13,0,3.721928095
12,2,0,0,0,1,9,0,3.418295834
10,1,0,0,2,1,7,0,3.121928095
44,7,1,0,1,5,6,0,4.217859108
17,2,0,0,15,1,13,0,3.410417253
33,3,3,0,3,3,3,0,3.778502074
10,3,0,1,7,1,6,0,2.921928095
27,2,0,0,1,2,14,1,3.70804815
13,3,0,0,0,2,2,0,3.238901257
153,12,4,0,30,11,6,0,4.673169945
28,2,1,0,2,2,7.5,2,4.137537511
24,2,0,1,12,1,20,0,3.65726823
26,1,1,1,3,1,22,0,3.547587085
14,4,0,0,11,3,3,3,2.645593314
14,3,1,0,3,2,3,0,3.039148672
27,6,0,0,0,5,2,0,3.602316559
29,3,1,2,29,2,11,2,3.78834134
12,2,4,0,12,1,8,0,3.084962501
35,4,1,1,25,3,4.5,0,3.911306146
27,1,1,0,22,1,23,0,3.884155095
29,3,1,1,0,2,3,0,3.650410305
15,3,1,0,0,1,11,0,3.456564762
43,5,5,2,2,4,2,0,3.810359093
22,3,0,5,4,1,18,0,3.55034071
19,5,0,0,4,1,15,0,3.286629487
21,3,0,0,0,3,9,0,3.558518613
20,4,0,1,2,2,13,0,3.50869497
26,7,0,0,0,3,3,0,3.449311833
24,2,1,0,0,2,3,0,3.688721876
21,2,0,0,0,2,3,0,3.232101805
6,1,0,0,0,1,3,0,2.584962501
24,3,0,0,0,2,3,0,3.803508855
31,3,2,0,5,2,5,5,4.091135423
14,3,1,1,0,2,3,0,3.182005815
17,5,0,0,0,2,7,0,3.572469459
12,3,0,0,1,2,6,0,3.251629167
18,3,1,0,0,3,3,0,3.155221529
16,2,1,1,20,2,10,0,3.327819531
51,2,0,0,0,2,30,0,4.192348019
25,2,2,0,21,2,3,0,3.51326969
5,5,0,0,3,3,22,0,3.39138647
24,4,0,0,0,3,3,0,3.573934896
13,2,0,0,2,1,9,0,3.39274741
25,2,0,0,3,2,12,3,4.13366069
27,3,0,0,1,2,3,0,3.958229169
16,3,0,0,4,2,4,0,3.25
21,1,0,0,2,1,17,2,3.784941827
13,2,0,0,4,1,9,0,3.39274741
17,3,0,0,17,3,3,0,3.572469459
15,1,0,0,17,1,11,0,3.323231429
39,7,1,4,14,5,6,3,4.192346053
21,2,0,0,0,2,3,0,3.594465637
10,3,2,0,0,2,12.66666667,0,3.558518613
16,2,0,3,1,1,12,0,3.375
12,4,0,0,9,3,2,2,3.022055209
15,4,0,0,1,2,3,0,3.323231429
41,3,0,0,5,2,32,3,4.250623273
22,12,1,0,5,4,7,0,3.459431619
12,3,2,0,1,2,4,1,3.084962501
6,1,0,0,1,1,3,0,2.584962501
24,3,0,0,0,3,10,0,3.803508855
25,3,0,0,0,2,14,0,3.78346519
22,2,4,0,1,2,11,0,3.572623664
20,3,2,0,18,2,13,0,3.48418372
21,1,0,0,0,1,17,0,3.422577995
12,1,1,0,101,1,4,1,3.251629167
35,5,1,1,2,4,6,0,4.011585432
20,2,0,0,0,1,16,0,3.58418372
9,2,1,3,6,1,5,0,3.169925001
16,3,0,1,17,2,3,0,3.155639062
28,4,0,0,11,4,10,8,3.824862958
85,10,0,0,18,10,10,0,4.044110573
17,4,0,0,10,1,13,10,3.410417253
17,7,0,2,37,2,8,0,3.013070929
15,2,0,0,0,1,11,0,3.373557262
35,2,2,0,3,2,7.333333333,0,4.05757516
113,10,2,0,24,10,3,0,4.566026424
6,3,2,2,0,3,33,0,3.536414237
17,3,1,0,0,2,3,0,3.4548224
23,3,0,0,5,2,3,0,3.534219021
16,2,0,0,1,2,4,0,3.25
19,1,0,0,0,1,15,0,3.536886724
10,3,0,2,41,1,6,0,3.121928095
33,5,1,0,1,5,8,0,3.942438726
21,2,0,0,0,2,3,0,3.594465637
13,7,1,7,8,2,3,0,2.623516641
13,2,0,0,1,1,9,0,3.39274741
20,3,0,0,0,1,16,0,3.58418372
19,3,0,0,1,2,3,0,3.326360408
12,2,3,0,1,1,3.5,0,3.584962501
9,1,0,0,0,1,5,0,2.947702779
11,1,0,0,19,1,8,0,2.913977073
32,4,17,0,12,3,2,0,4.226409766
16,3,0,0,35,2,6,0,3.625
24,3,2,0,5,2,3,0,3.720175521
20,4,0,0,27,3,6,0,3.546439345
14,4,2,0,0,2,3,0,3.039148672
21,4,3,0,2,1,8,0,3.653756708
57,5,1,0,12,5,6,0,4.390556691
4,2,1,0,8,1,13.5,0,2.725480557
8,2,0,0,0,1,5,0,2.75
28,2,2,0,21,2,4.666666667,0,3.780394654
9,4,1,3,10,1,5,0,2.641604168
18,6,1,1,5,2,3,0,3.419381946
23,3,1,0,2,1,19,0,3.708132065
27,1,1,0,25,1,23,0,3.884155095
16,2,0,0,6,2,8,6,3.625
12,4,0,0,2,2,5,0,3.084962501
17,6,2,1,2,2,3,0,3.572469459
21,2,0,0,1,2,8,1,3.880179923
19,1,0,0,0,1,15,0,3.22109725
11,1,0,0,0,1,7,0,3.277613437
23,4,0,0,0,3,3,0,3.501397825
130,12,0,0,62,11,6,0,4.45769196
11,1,1,0,1,1,8,0,2.732158891
13,2,0,0,3,1,9,0,3.39274741
17,3,0,1,0,2,3,0,3.175123135
28,2,0,0,4,2,16,4,4.039148672
12,1,0,0,1,1,8,1,3.418295834
14,1,1,0,22,1,10,0,2.985228136
9,2,1,1,0,1,6,0,2.947702779
11,3,1,0,0,1,8,0,3.095795255
